Project_x,Hole,From_m,To_m,Alt_Group,Alt_Intensity,Alt_Style,Alt1,Alt1_Int,Alt2,Alt2_Int,Alt3,Alt3_Int,Alt4,Alt4_Int,Comments_x,Au_Best_ppm,Ag_Best_ppm,Cu_Best_ppm,Pb_Best_ppm,Zn_Best_ppm,RQD_m,RQD_Pct,Hardness,Weathering,Num_Fractures,Fractures_per_m,Fracture_Infill,Roughness,Shape,Comments_x,Colour,Oxidation,Foliation,QtzCarb_Replacement_Pct,Lith1_Group,Lith1,Lith1_Texture,Lith1_Bedding,Lith1_Volc_Txt1,Lith1_Volc_Txt2,Comments_y,Reading1,Reading2,Reading3,Avg_Reading,Comments_x,Min_Intensity,Min_Style,Min_Pct,VG,Min1,Min2,Min3,Comments_y,Bedding_Confidence,Bedding_Style,Bedding_Bed_Thickness,Bedding_Younging_Direction,Bedding_Angle_TCA,Bedding_Cleavage_Angle,Fabric1_Feature,Fabric1_Confidence,Fabric1_Intensity,Fabric1_Angle_TCA,Fabric2_Feature,Fabric2_Confidence,Fabric2_Intensity,Fabric2_Angle_TCA,Comments_x,Total_Pct_Vein,Vein1,Vein1_Pct,Vein1_Style,Vein1_Form,Vein1_Internal_Structure,Vein1_Pct_Sulphide,Vein1_Angle_TCA,Vein1_VG,Vein2,Vein2_Pct,Vein1_Grain_Size,Vein2_Style,Vein2_Form,Vein2_Internal_Structure,Vein2_Pct_Sulphide,Vein2_Angle_TCA,Vein2_VG,Vein3,Vein3_Pct,Vein3_Style,Vein3_Form,Vein3_Internal_Structure,Vein3_Pct_Sulphide,Vein3_Angle_TCA,Vein3_VG,Comments_y
GCL,KAD17-091,117.66,120.64,ChlQtzCarb,3,PER,CL,3,QZ,4,CB,2,,,,,,,,,,,,,,,,,,,GREY,UO,MOD,15,UM,UM,MASS,,,,"Chl-Qtz-Carb- Ultramafic. 	Grey to Brown. Alteration Chl-Qtz-Carb pervasive with patchy Chl. Deformation is Moderate to intense. Stockwork TCA 20 15% Qtz-Carb, Stringers TCA 60. 5% Qtz-Carb. Vein TCA 70 1%. >.1mm-5mm. Mineralization Py .1%, >.1mm Disseminated. LC Gradational.",,,,,,2,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,HIGH,4,70,,,,,,21,QC,15,STW,DEF,MAS,0.1,20,FALSE,QC,5,,STR,DEF,MAS,0.1,60,FALSE,QC,1,IDV,NOD,MAS,0.1,70,FALSE,
GCL,KAD17-091,120.64,127.97,SerQtzCarb,3,PAT,QZ,4,CB,4,CL,3,,,,,,,,,,,,,,,,,,,BROWN,TO,WK,25,MIX,UM-MAFIC,MASS,,,,"Sericite (Brown Carb) Ultramafic. Grey green to brown. Oxidized joints. 	Sericite (Brown Carb) Alteration moderate patchy. Foliation TCA 50 trace to weak. 	Stockwork TCA 70 Qtz-Carb 15%, Stringers TCA 80 Qtz-Carb, 5%. Vein TCA 3%  Qtz-Carb. Vein Qtz TCA 70. Zoned  >.1mm- 4cm. Mineralization Py .1% disseminated, 	LC gradational.",,,,,,2,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,HIGH,2,50,,,,,,23,QC,15,STW,DEF,MAS,0.1,70,FALSE,QC,5,,STR,DEF,MAS,0.1,80,FALSE,QC,3,IDV,DEF,MAS,0.1,70,FALSE,Vein Qtz TCA 70. 1% Zoned  >.1mm- 4cm.
GCL,KAD17-091,127.97,140.64,FuQtzCarb,4,PER,FU,4,QZ,4,CB,3,CL,3,,,,,,,,,,,,,,,,,GREEN-EM,UO,WK,25,UM,UM,MASS,,,,"Fuchsite Ultramafic. Apple green to emerald green. 	Fuchsite Alteration pervasive to patchy, Brown carb patchy at UC. Foliation trace TCA 50. 	Stockwork TCA 20, 10 % Qtz-Carb, Stringers TCA 50 3% Qtz-Carb, Veins TCA 60 1% Qtz-Carb. Selvages of Fuchsite. Mineralization .15% Py Disseminated. Core not recovered at 129.",,,,,,2,DIS,0.15,FALSE,PY,,,,,,,,,,FOL,HIGH,1,50,,,,,,14,QC,10,STW,DEF,MAS,0.15,20,FALSE,QC,3,,STR,DEF,MAS,0.1,50,FALSE,QC,1,IDV,NOD,MAS,0.1,60,FALSE,
GCL,KAD17-091,140.64,145,ChlQtzCarb,4,PAT,CL,4,QZ,4,CB,2,,,,,,,,,,,,,,,,,,,GREY-BLK,UO,ST,25,UM,UM,MASS,,,,"Chl-Qtz-Carb Ultramafic. 	Blackish green. 	Chl-Qtz-Carb alteration strong. Foliation TCA 30, Deformation high. Stockwork TCA 45 Qtz-Carb 5%. Stringers TCA 50, Qtz-carb 3% >.1mm-2mm. 	Patchy of Brown carb at UC. Patches of Chl throughout. 	Mineralization .15% Py disseminated. >.1mm. LC contact ends at Void.",,,,,,2,PAT,0.15,FALSE,PY,CP,,,,,,,,,FOL,HIGH,4,30,,,,,,8,QC,5,STW,DEF,MAS,0.15,45,FALSE,QC,3,,IDV,DEF,MAS,0.15,50,FALSE,,,,,,,,FALSE,
GCL,KAD17-091,145,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,4.57,12.32,Albite,4,PER,AB,3,,,,,,,,,,,,,,,,,,,,,,,GREY,TO,WK,1,MAFIC,MAFIC,,,VAR,,"Dark grey with purple tinge. 	Moderate albite alteration. 	Very hard. 	White stringer veins, deformed quartz carb veins. 	Overall weak mineralization,  locally strong near purple albite pyrite+as. 	Local  varioles.",,,,,,2,DIS,0.5,FALSE,PY,AS,,,,,,,,,FOL,MOD,1,60,,,,,,3,QC,1,IDV,DEF,MAS,0.5,70,FALSE,QC,2,,STR,NOD,MAS,1,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,12.32,29.18,Albite,5,PER,AB,5,,,,,,,,,,,,,,,,,,,,,,,GREY,TO,WK,0,MAFIC,MAFIC,,,VAR,,"Gradation increase in mineralization.	Dark  grey-purple. 	Very hard. 	Pyrite+as, some very fine grey sulfide blebs. 	Moderate to intense mineralization. 	Dark grey, smokey quartz  veins, relatively undeformed. 	VG at 24.95m in smokey qtz vein, ~7mm flake with pyrite grain in the centre. Vein sampled 24.67-25.16m. 	Trace red sphalerite within quartz-carb. 	Strong purple albite alteration.",,,,,,5,DIS,5,TRUE,PY,AS,SP,,,,,,,,,,,,,,,,,4,QZ,2,IDV,NOD,MAS,0.5,40,TRUE,QZ,2,,STR,NOD,MAS,10,50,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,29.18,36,Albite,4,PER,AB,4,,,,,,,,,,,,,,,,,,,,,,,GREY,TO,WK,2,MAFIC,MAFIC,,,,,"Gradational  decrease  in mineralization. 	Moderate to locally strong py+as. 	Dark grey-purple. 	Strong  albite  alteration. 	Trace sphalerite within  quartz carb veins. 	Mineralization surrounding veins. 	Zr 107, Cr 36,  Ti 6133.",,,,,,3,DIS,1,FALSE,PY,AS,SP,,,,,,,,,,,,,,,,,2,QC,2,IDV,NOD,ZON,2,30,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,36,40.56,Albite,3,PER,AB,3,,,,,,,,,,,,,,,,,,,,,,,GREY,UO,MOD,0.5,MAFIC,MAFIC,,,,,"Gradational decrease in mineralization. 	Weak  to locally moderate along  veins. 	Locally strong pyrite. 	Dark grey, no varioles. 	Moderate  albite alteration, less purple. 	Different  shades of grey, almost appear bedded 70 TCA. 	Fine, stringer vein filed with calcite.",,,,,,2,DIS,0.5,FALSE,PY,,,,LOW,DIF,THIN,,70,,,,,,,,,,,2,CC,2,STR,DEF,MAS,20,70,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,40.56,44.4,Albite,3,PER,AB,3,FU,1,,,,,,,,,,,,,,,,,,,,,GREY-BLK,UO,WK,20,UM,UM,BAND,,,,"Ductile fabric with veins perpendicular TCA. 	Host rock has green tinge to it, with trace fu. 	Veins are slightly purple. 	Moderate disseminated pyrite. 	Cr 341, Ti 609, Zr 0.",,,,,,3,DIS,1,FALSE,PY,,,,,,,,,,FOL,MOD,2,90,,,,,,20,QC,20,STW,DEF,MAS,0.5,90,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,44.4,49.91,Albite,3,PAT,AB,3,,,,,,,,,,,,,,,,,,,,,,,GREY-BLK,UO,NON,2,MAFIC,MAFIC,,,,,"Dark grey-black, locally purple in blebs. 	Purple blebs occasionally surround veins. 	Locally strong mineralization with as within purple. 	Fine green veins, hard. 	Strong brassy sulfide (pyrrhotite?). 	Zr  110, Cr 30, Ti7782;Zr 91, Cr 33, Ti6934; Zr 112, Ti7259,Cr0. 	Strongly magnetic near towards  lower contact.",,,,,,3,DIS,1,FALSE,PY,AS,PO,,,,,,,,FOL,MOD,0,,,,,,,2,QC,2,IDV,NOD,MAS,0.1,30,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,49.91,51.59,Albite,2,PER,AB,2,QZ,3,,,,,unsure whether qtz or albite,,,,,,,,,,,,,,,,BLACK,UO,ST,40,UM,UM,,,,,"Foliated, veined, ductile  fabric. Veins are fragmented. Appears siliceous with strong  mineralization,  2%py, .5% as.",,,,,,4,DIS,5,FALSE,PY,,,,,,,,,,FOL,MOD,3,90,,,,,,30,QC,30,STW,DEF,MAS,2,90,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,51.59,53.92,Albite,3,PER,AB,3,CL,4,,,,,,,,,,,,,,,,,,,,,BLACK,UO,WK,0,MAFIC,MAFIC,,,,,"Dark black. 	Strongly magnetic. 	Ti7697,Zr 135, Cr0. 	Moderate sulphides, py+pyrrhotie, +- magnetite. 	Ti  7697, Zr 135, Cr 0.",,,,,,3,DIS,1,FALSE,PO,PY,,,,,,,,,FOL,MOD,2,60,,,,,,,NONE,,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,53.92,63.78,ChlCarbCal,3,PER,CA,4,,,,,,,,,,,,,,,,,,,,,,,BLACK,UO,NON,5,DYK,DYKE-BIOT,,,,,"Diabase dykes? 	Coarse grained, dark black. 	Calcite infill. 	Non magnetic. 	Few Fine, white veins deformed.  	Sharp upper contact. 	Lower contact moderately gradational with amygdales at the base 61.31-62.34 amygdaloidal. 	Zr 129,Cr 366,Ti 2208. Brown biotites visible on dry surface.",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,MOD,0,,,,,,,5,CC,5,IDV,DEF,MAS,,50,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,63.78,80.74,ChlCarbCal,4,PER,CL,4,TA,1,CL,4,,,,,,,,,,,,,,,,,,,BLACK,UO,MOD,,UM,UM,,,,,"Strongly magnetic at upper  contact. 	Cr 973, Ti 1347, Zr 27; Cr 1014, Zr 17,  Ti 2197; Cr 417, Ti 933, Zr 0. 	Dark black  with green tinge  locally. 	Strong mineralization, pyrite +pyrrhotite? 	Bedded? At 66m 70 TCA. 	Fine stringer veins 60 TCA, 2%. 	Strong calcite alteration and in veins. 	Trace black talc.",,,,,,4,DIS,2,FALSE,PY,PO,,,,,,,,,FOL,MOD,3,70,,,,,,5,CC,5,STR,DEF,MAS,5,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,80.74,84.4,ChlCarbCal,4,PER,CL,4,CA,4,,,,,,,,,,,,,,,,,,,,,BLACK,UO,NON,5,OTHER,OTHER,,,AMG,,"Calcite infill  in amygdales. 	Weak pyrite. 	Dark grey. 	Light pink  veins  at 60TCA and parallel TCA,green  on  outside  of  vein. 	Zr335, Cr 209, Ti4401.",,,,,,2,DIS,0.5,FALSE,PY,,,,,,,,,,FOL,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-092,84.4,90,ChlCarbCal,4,PER,CL,4,CA,4,,,,,,,,,,,,,,,,,,,,,BLACK,UO,WK,2,UM,UM,,,,,"Black, talc green locally. 	Strong sulfides pyrite+pyrrhotite. 	White qc veins with green 40 TCA. 	Strong calcite alteration.",,,,,,4,DIS,2,FALSE,PY,PO,,,,,,,,,FOL,MOD,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-092,90,97.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLACK,UO,NON,0.5,DYK,DYKE-BIOT,PHAN,,,,"Dark black.Equigranular, medium grain. 	Fresh biotites. 	Sharp contact  at 91.61m, 90-91.61  more of  a blebby biotite rich  frags. 	Contains mineralized mafic enclaves. 	Sharp lower contact  from mafic  enclave(?) to ultramafic.
Xenoliths at 95m (.2m) and 96.1 (~1m))",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,MOD,0,,,,,,,2,QC,2,STR,DEF,MAS,0.5,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,97.02,109.37,TalcChl,3,PER,CL,4,TA,3,QZ,3,,,,,,,,,,,,,,,,,,,GREEN-GRY,UO,ST,25,UM,UM,BAND,,,,"Dark black with bits of green and white qc veins. 	Patchy moderate  talc. 	Strongly foliated and  veined running perpendicular TCA. 	Gradational change into  a more massive grey, siliceous unit. 	Patchy sericite alteration.",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,MOD,4,90,,,,,,20,QC,20,STW,DEF,MAS,0.1,90,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,109.37,113.83,Albite,4,PER,AB,4,,,,,,,,,,,,,,,,,,,,,,,GREY,UO,NON,,MAFIC,MAFIC,,,,,"Massive grey with fine stringer grey veins. 	Strong albite altered. 	Fine sulfides pyrite+as  within albite 112-112.31m.",,,,,,4,DIS,1,FALSE,PY,AS,,,,,,,,,FOL,,0,,,,,,,5,QZ,5,STR,NOD,MAS,0.5,80,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,113.83,115.8,FuQtzCarb,2,PER,FU,2,CB,3,QZ,4,,,,,,,,,,,,,,,,,,,GREEN-GRY,UO,MOD,15,UM,UM,,,,,"Veined, grey-green. 	Host rock is weakly fu altered. 	Veins are  deformed  and broken up. 	Mineralization on vein haloes.",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,MOD,3,90,,,,,,0.15,QC,0.15,STW,DEF,MAS,,90,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,115.8,122.23,Albite,3,PER,AB,3,GR,3,,,,,,,,,,,,,,,,,,,,,GREY,UO,WK,5,MAFIC,MAFIC,,,,,"Mafic with mudstone sections. Grey pink with  graphitic sections. 	Albite  altered mafic. 	Small perlite section 116-116.33. 	Bedded mudstone with strong  pyrite 70TCA. 	Potential fault- broken up pieces ~119.",,,,,,3,BLP,1,FALSE,PY,,,,HIGH,LAM,LAM,,70,,FOL,MOD,3,50,,,,,,5,QC,5,IDV,BXD,MAS,0.1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,122.23,123.48,Graph,4,PER,GR,4,,,,,,,,,,,,,,,,,,,,,,,BLACK,UO,MOD,0.1,SED,SED-MS-GRAPH,,,,,"Black with pyrite along bedding. Bedding  folded and faulted. 	Sharp contacts.",,,,,,4,BLP,2,FALSE,PY,,,,HIGH,LAM,LAM,,50,,,,,,,,,,,,NONE,,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,123.48,127.8,Albite,2,PER,AB,2,GR,2,,,,,,,,,,,,,,,,,,,,,GREY-BLK,UO,MOD,2,MAFIC,MAFIC-BXMS,,,,,"Grey. 	Angular mafic fragments  in mudstone matrix. 	Thin parallel white  veins cross cutting 50TCA. 	Pyrite blebs in mudstone.",,,,,,3,BLP,1,FALSE,PY,,,,,,,,,,FOL,MOD,3,50,,,,,,2,QC,2,IDV,NOD,MAS,0.1,50,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,127.8,130.33,Graph,4,PER,GR,4,,,,,,,,,,,,,,,,,,,,,,,BLACK,UO,MOD,5,SED,SED-MS-GRAPH,,,,,"Black with pyrite along bedding. 	Laminated  bedding at 40 TCA. 	Sharp contacts. 	Potential fault- broken up pieces ~119.",,,,,,3,BLP,1,FALSE,PY,,,,HIGH,LAM,LAM,,40,PLL,,,,,,,,,,5,QC,5,IDV,BXD,ZON,0.5,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,130.33,135.09,Albite,5,PER,AB,4,,,,,,,,,,,,,,,,,,,,,,,GREY,UO,WK,2,MAFIC,MAFIC,,,,,"Grey, hard. 	Strong albite altered. 	Fine qtz stringer veins. 	Intense py +as mineralization from 133.38 onward. 	White qc veins fragmented and deformed.",,,,,,,,,,,,,,,,,,,,FOL,MOD,2,30,,,,,,3,QZ,1,STR,NOD,MAS,1,,FALSE,QC,2,,IDV,DEF,MAS,0.1,90,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,135.09,135.92,Albite,4,PER,AB,4,,,,,,,,0.224,,,,,,,,,,,,,,,GREY-BLK,UO,WK,25,BRECCIA,BRECCIA,,,,,"Breccia-undifferentiated. 	Dark grey. Angular fragments black and grey. 	Larger white qc vein broken up. Core is broken up.",0.111,,,0.111,,3,DIS,1,FALSE,PY,AS,,,,,,,,,FOL,MOD,2,50,,,,,,15,QC,15,STW,BXD,MAS,0.1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,135.92,157.26,Albite,4,PER,AB,4,,,,,,,,,,,,,,,,,,,,,,,GREY,UO,WK,2,MAFIC,MAFIC-BXMS,,,,,"Grey purple. 	Strong albite  alteration. 	Appears more massive until 142m. 	Strong  to locally Intense pyrite +as alteration (10% sulfides). 	Thin black qtz veins. 	Fine  black mudstone matrix between  fragments of  mafics. 	Thicker smokey qtz  veins (5%), deformed and parallel to core axis.",,,,,,4,DIS,10,FALSE,PY,AS,,,,,,,,,FOL,MOD,2,60,,,,,,7,QZ,2,STR,NOD,MAS,30,,FALSE,QZ,5,,IDV,DEF,MAS,0.5,0,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,157.26,167.86,Albite,3,PER,AB,3,,,,,,,,,,,,,,,,,,,,,,,GREY,UO,WK,3,MAFIC,MAFIC,,,,,"Grey. 	Coarse grained. 	Strong  lucoxene throughout. 	Ti 8933, Zr 96, Cr0. 	Moderate mineralization, pyrite +as 2 %. Occasional thin mudstone blebs. 	Thin  qc veins (3%).",,,,,,3,DIS,1,FALSE,AS,PY,,,,,,,,,FOL,MOD,2,40,,,,,,3,QC,3,STR,NOD,MAS,0.5,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,167.86,169.64,Albite,3,PER,AB,3,,,,,,,,,,,,,,,,,,,,,,,GREY,UO,MOD,2,MAFIC,MAFIC-BX-PERL,,,,,"grey-tan with small fragments. 	Albite  altered. 	Section of  strong perlitic texture. 	Moderate foliation 50 TCA. 	Sharp  upper  contact. 	Slightly gradational lower contact.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-092,169.64,186.94,Albite,3,PER,AB,3,,,,,,,,,,,,,,,,,,,,,,,GREY,UO,MOD,3,MAFIC,MAFIC,,,,,"Grey. 	Massive, locally bx-ms. 	Weak mineralization (pyrite +very trace chalco). 	Local perlitic sections  ~25cm. 	Strong albite alteration at upper contact. 	More mudstone matrix at  lower contact/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-092,186.94,189.7,Graph,3,SEL,GR,3,,,,,,,,,,,,,,,,,,,,,,,GREY,UO,WK,3,SED,SED-MSSS,BED,THIN,,,"Well bedded, reworked sediments. 	Graphitic at upper contact full of pyrite. 	Beds up  to 10cm. 	Uphole  wayup moderately confident with  fining  upward sequence. 	Bedding  50 TCA.",,,,,,2,BLP,0.5,FALSE,PY,,,locally strong,HIGH,GRD,THIN,UP,50,,,,,,,,,,,2,QC,2,IDV,NOD,MAS,0,30,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,189.7,197.28,Chl,3,PER,CL,3,TA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-092,197.28,202.11,TalcChl,3,PER,CL,3,TA,2,CB,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-092,202.11,205.15,Chl,4,PER,CL,4,,,,,,,,,,,,,,,,,,,,,,,GREEN-BLK,UO,WK,10,UM,UM,MASS,,,,"Dark green-black. 	Massive. 	Undeformed  qc veins  in multidirections. 	Moderately hard. 	Strong chlorite-carb alteration.",,,,,,0,,,FALSE,,,,,,,,,,,FOL,MOD,1,50,,,,,,10,QC,10,IDV,NOD,MAS,0,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,205.15,213.89,TalcChl,3,PER,CL,4,TA,1,CB,3,,,,,,,,,,,,,,,,,,,BROWN,UO,MOD,10,UM,UM,GRAN,,,,"Brown grey. 	Banded. 	Strong chlorite carb, weak patchy talc. 	White veining 70TCA, some  deformed. 	Granular texture.",,,,,,0,,,FALSE,,,,,,,,,,,FOL,MOD,2,70,,,,,,10,QC,10,IDV,DEF,MAS,0,70,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-092,213.89,274,FuQtzCarb,2,PAT,FU,2,QZ,3,CB,3,GR,1,,,,,,,,,,,,,,,,,GREEN-GRY,UO,WK,5,UM,UM,,,,,"Dark grey-green. 	Siliceous carb alteration. 	Patchy fuchsite  alteration trace to weak, alternating to brown carb. 	Granular  texture, alternating  between coarse and medium grain.  White quartz carb veins-slightly deformed (5%). 	Many fine grey stringer veins throughout (5%). 	232-236 vuggy veins with fe carbonate (via stain). 	Carb stain tells us mg carbonate  in  groundmass. 	Trace to weak mineralization overall (pyrite). 	Sections of strong mineralization. 	217-223 strong pyrite mineralization (5%). 	254-257.93 moderate mineralization (1%). 	257.93-261.08 intense mineralization (20%) pyrite +as. 	238.37-238.56m appears banded, suspicious bedding? Or flow layers? beds are ~3cm and uphole facing.  	271.58-274 moderate pyrite mineralization in  siliceous  um directly below coarse grain.",,,,,,,,,,,,,,,,,,,,FOL,MOD,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-092,274,330,TalcChl,4,PER,CL,3,TA,4,,,,,,,,,,,,,,,,,,,,,BLACK,UO,MOD,15,UM,UM,,,SPX,,"Ultramafic-talc chlorite. 	Black with white veins. 	Soft and broken up, generally lower core  recovery. 	Trace euhedral coarse pyrite, trace spinifex. 	Weak to moderate foliation 70TCA. 	2m sampling 277m onwards. Loses veins at ~321m.",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-093,4.5,16.88,QtzCarb,4,PER,QZ,4,CB,2,AB,2,,,,,,,,,,,,,,,,,,,BLACK,TO,WK,5,MAFIC,MAFIC,MASS,,,,"Black to darkish grey. Strong qz alt. with weak Albite patches. Qz-carb stringer veins (5%,TCA 45-60) with some Py. mineralization. Moderate to strong Py. mineralization (Disseminated to vein envelope occurrences, 2%,). Weak foliation (TCA~45).",,,,,,3,DIS,2,FALSE,PY,,,,,,,,,,,,,,,,,,,5,QC,5,STR,DEF,ZON,1,45,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-093,16.88,17.61,QtzCarb,4,PER,QZ,4,CB,3,AB,2,,,,0.0025,,,,,,,,,,,,,,,GREEN-GRY,UO,WK,2,MAFIC,DYKE-MAFIC,GRAN,,,,"Greyish green. Peppered texture to granular.Strong Qz-carb alt with patchy alb. alt. Stringer qz-carb veins (2%, TCA~45, no min). Weak foliation. No mineralization seen.",0.543,,,0.543,,0,,,FALSE,,,,,,,,,,,,,,,,,,,,2,QC,2,STR,NOD,MAS,0,45,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-093,17.61,22,QtzCarb,4,PER,QZ,4,CB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,DIS,2,FALSE,PY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-093,22,26,QtzCarb,4,PER,QZ,4,CB,2,AB,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,PAT,3,FALSE,AS,PY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-093,26,35.76,QtzCarb,4,PER,QZ,4,CB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,DIS,1,FALSE,PY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-093,35.76,36.54,QtzCarb,4,PER,QZ,4,CB,1,,,,,,0.0025,,,,,,,,,,,,,,,GREEN-GRY,UO,WK,2,MAFIC,DYKE-MAFIC,GRAN,,,,"Greyish green. Peppered texture to granular.Strong Qz-carb alt. Stringer qz-carb veins (2%, TCA~45, no min). Weak foliation. No mineralization seen.",0.454,,,0.454,,0,,,FALSE,,,,,,,,,,,FOL,LOW,1,45,,,,,,2,QC,2,STR,NOD,MAS,,5,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-093,36.54,39.18,ChlQtzCarb,4,PER,CL,2,CB,3,QZ,3,,,,,,,,,,,,,,,,,,,GREEN-BLK,UO,WK,2,MAFIC,MAFIC,MASS,,,,"Dark greenish gray to greenish black. Chl-qz-carb alt. (2%, TCA~45, no min) Qz-carb stringer veins. Trace foliation (TCA~45).",,,,,,3,DIS,1,FALSE,PY,,,,,,,,,,FOL,MOD,1,45,,,,,,2,QC,2,STR,NOD,MAS,,45,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-093,39.18,43.06,ChlQtzCarb,4,PER,QZ,3,CB,2,CL,2,AB,3,Chl-qz-carb alt. with pervasive to  patchy alb alt.,,,,,,,,,,,,,,,,GREEN-GRY,UO,WK,5,MAFIC,DYKE-MAFIC,GRAN,,,,"Hydrothermal albitized thermal breccia with qz cement seen at 39.35m. Patch intense Py. Mineralization seen (39.18 to 40 m 5%, disseminated Py.). Moderate to low Py. min overall in interval. Chl-qz-carb alt. with patchy alb alt. Weak foliation (TCA~45). Multistage individual qz veins (5%, TCA 60-80).",,,,,,,,,,,,,,,,,,,,FOL,MOD,2,45,,,,,,5,QZ,5,IDV,NOD,ZON,,60,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-093,43.06,48,ChlQtzCarb,4,PER,QZ,3,CB,3,CL,2,,,,,,,,,,,,,,,,,,,GREY-BLK,UO,MOD,5,MAFIC,MAFIC,MASS,,,,Greyish black to dark green. Chl-qz-carb alt. Vuggy qz-carb veins (TCA 30-45). Moderate disseminated Py. (~1%). Weak foliation (TCA~45).,,,,,,3,DIS,1,FALSE,PY,,,,,,,,,,FOL,MOD,2,45,,,,,,5,QC,5,STR,DEF,VUG,,30,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
