Project,Hole,From_m,To_m,Colour,Oxidation,Foliation,QtzCarb_Replacement_Pct,Lith1_Group,Lith1,Lith1_Texture,Lith1_Bedding,Lith1_Volc_Txt1,Lith1_Volc_Txt2,Comments,ImagePath,Relog,Logger,Timestamp
GCL,KAD17-109,76.79,83.31,GREY-BLK,UO,ST,15,SED,SED-MS-GRAPH,GRH,,,,"Sedimentary Mudstone Sandstone (SED-MS-GRAPH). Black and Dark Grey. Alteration Graphitic mudstone (moderate to strong) contains sandstone at the UC and slowly dissipates. Brecciated with angular to sub angular clasts that show strain intense. Foliation TCA 45 Strong, S-C fabric. Stringers TCA 30 5% >1mm Qtz-Carb, Stockwork TCA 40 >1mm Qtz-Carb, Individual vein TCA 20 2% 3mm. Mineralization Disseminated, blebs of pyrite within clasts. Py 5% >.1mm-4mm and veins. 	LC Gradational.",,0,Hoang,10/30/2017
GCL,KAD17-109,83.31,106.63,GREY-BLK,UO,WK,20,MAFIC,MAFIC,MASS,,,,"Mafic Massive. 	Black and Dark Grey. 	Alteration Chl-Qtz-Carb Pervasive with localized spots of Albite. 	Stringers TCA 65 5% >1mm Calcite , Veins TCA 70 Calcite 1% 3mm zoned calcite. Varioles >1mm-3mm weak albitic alteration. 	Mineralization Py 5% >1mm, As 2% >1mm Disseminated with patches of strong mineralization. Strong mineralization with lower contact. With mineralization within foliation planes. PXRF 100.78m Zr93, Ti8451, Cr-, 101.70m Zr203, Cr181, Ti4698. Foliation TCA 50 Weak. 	LC Gradational.",,0,Hoang,10/30/2017
GCL,KAD17-109,106.63,115,GREEN-OL,UO,WK,15,UM,UM,MASS,,,,"Ultramafic Chl-Qtz-Carb. Dark green. 	Alteration Chl-Qtz-Carb Pervasive with patchy Chl stronger in localized zones (moderate). Stockwork vein TCA 30 2% 1mm-2mm, Stringers TCA 10 3% >.1mm-1mm. Calcite veins. Mineralization .1% Py >.1mm disseminated. Weak. 	PXRF Cr674, Ti1331, Zr-, 107.31 Zr-, Ti550, Cr107. Foliation weak TCA 70. LC gradational.",,0,Hoang,10/30/2017
GCL,KAD17-109,115,132.84,GREY,UO,MOD,10,UM,UM,MASS,,,,"Ultramafic Talc-Chl-Cal. Light grey. 	Alteration Talc-Chl-Cal, Pervasive, Moderate to strong. 	Stockwork TCA  60 vein 10% >.1mm-4mm, Stringer TCA 45 5% >.1mm, Calcite veins and Qtz-Carb veins. Mineralization Py .1% >.1mm Disseminated weak. PXRF Zr13, Cr930, Ti1342. Foliation Weak to moderate, LC Sharp.",,0,Hoang,10/30/2017
GCL,KAD17-109,132.84,140,BROWN,UO,WK,20,UM,UM,MASS,,,,"Ultramafic Brown Carb Sericite. Dark grey and brown. 	Alteration Seri-Qtz-Carb Pervasive with patches of Chl. Stockwork Veining TCA 80 3% >.1mm-2mm Qtz-Carb. Stringers TCA 40 5% >.1mm, Individual vein 1% Qtz, zoned. Foliation weak TCA 65. Mineralization .1% Py Disseminated. LC gradational.",,0,Hoang,10/30/2017
GCL,KAD17-109,140,146.27,GREEN-OL,UO,WK,20,UM,UM,MASS,,,,"Ultramafic Fuchsite. Dark Grey to pine green. 	Alteration Chl-Qtz-Carb Fuchisite  Selective. Stockwork veining TCA 50  5% >1mm Qtz-Carb and stringers TCA 70 3% >1mm Qtz-Carb, Veins zoned Qtz-Carb 3% 3mm-5mm TCA 5. Mineralization Py Localized zones with .50% Disseminated euhedral.
	Foliation TCA 50. LC gradational.",,0,Hoang,10/30/2017
GCL,KAD17-109,146.27,164.26,GREY-BLK,UO,WK,25,UM,UM,GRAN,,,,"Ultramafic Chl-Qtz-Carb. Dark grey to black to light brown. Alteration Chl-Qtz-Carb Pervasive Selective Fuchsite with patches among foliation planes weak. Stockwork veining and stringers. 	Granular texture with fine grained texture at UC. Cumulate texture with primary textures of Olivine. >1mm-2mm, Biotite grains >1mm. Mineralization Py .15% >1mm disseminated with euhedral shape. Cp .1% >.1mm. Stringer TCA 20, 5% >1mm Stockwork veining TCA 45 2% >1mm Qtz-Carb zoned. Qtz vein 154.62m length 33cm.  Smokey coloured, zoned. 	PXRF 148.53m Cr483, Ti497, Zr-. 151.65m Cr216, Ti 757, Zr-,153.19m Zr16, Cr494, Ti1008, 153.93 Cr992, Ti607, Zr-, 154.57 Zr38, Cr364, Ti2302. 160.23m Cr669, Ti536, Zr-. LC sharp",,0,Hoang,10/30/2017
GCL,KAD17-109,164.26,178.94,BROWN,UO,INT,25,UM,UM,GRAN,,,,"Ultramafic Brown carb sericite. Grey to brown. Alteration Sericite Brown Carb (Chl-Qtz-Carb) pervasive with patchy brown carb. Talc moderate. UC sharp with cumulate texture. Grains >1mm. Granular texture >.1mm groundmass. Foliation TCA 70 intense. 	Stringers TCA 60 talc 1%, Stringers TCA 70 Qtz-carb 3%. 	Mineralization Py .1% >1mm disseminated. PXRF 165.94m Cr999, Ti 641, Zr-. 168.93m Zr11, Cr1166, Ti1338. 	LC Gradational.",,0,Hoang,10/31/2017
GCL,KAD17-109,178.94,182.61,GREEN,UO,WK,15,UM,UM,GRAN,,,,"Ultramafic Fuchsite. 	Green to Pine Green. Alteration Fuch-Qtz-Carb Pervasive with Patchy Chl. 	Stockwork Veining TCA 30 4% Qtz-Carb >1mm, Stringers TCA 30 Qtz-Carb 2% >1mm, Stringers TCA 10 Qtz-Carb 1% >1mm, Vein zoned Qtz 1% 5mm. Foliation TCA 20 Weak. 	Granular texture. Mineralization Py .1% Disseminated. LC Gradational.",,0,Hoang,10/31/2017
GCL,KAD17-109,182.61,183,BROWN,UO,NON,25,UM,UM,MASS,,,,"Ultramafic Brown carb sericite. 	Dark grey to Brown. Alteration Sericite-Qtz-Carb (brown carb) pervasive. 	Stockwork Veining TCA 35 10% Qtz-Carb >1mm, Stringers TCA 30 5% Qtz-Carb >1mm. Granular texture. Mineralization Py .1% Disseminated. 	LC Gradational.",,0,Hoang,10/31/2017
GCL,KAD17-109,183,186.84,GREEN,UO,WK,20,UM,UM,GRAN,,,,"Ultramafic Fuchsite (UM-UM)
•	Green to Dark green
•	Alteration Fuchsite-Qtz-Carb Selective.
•	Stockwork vein TCA 70 3% Qtz-Carb >1mm, Stringers TCA 20 5% Qtz-Carb. Individual vein 2% zoned, Qtz 5cm
•	Foliation TCA 65 Weak
•	Granular to massive. UC with strong Qtz veining with flame textures. PXRF 179.83m Zr16, Cr24, Ti1827. 184.15m Cr47, Ti181, Zr-. Possible Dyke?
•	Mineralization .25% Py Disseminated >1mm, Po .1% >.1mm, Veinlets of Py blebs.
•	LC Gradational",,0,Hoang,10/31/2017
GCL,KAD17-109,186.84,225.82,GREY,UO,MOD,10,UM,UM,GRAN,,,,"Ultramafic Talc-Chl-Cal. Grey. Alteration Talc-Chl-Cal Pervasive and selective from 186.89-192.92m Higher Qtz content and Granular texture. Stockwork TCA 45 25% Qtz-Carb >1mm-4mm, Stringers TCA 30 5% Qtz-Carb >1mm, Stringers TCA 60 5% Qtz-Carb >1mm. Foliation TCA 60 Weak-Moderate. Granular to massive. Mineralization Py .15% disseminated with Euhedral 1mm-2mm. PXRF 189.63m Zr22, Cr1263, Ti1245. 191.90m Zr25, Cr1374, Ti2079. Structure: 194.56m, 47cm Fault gouge. Moderate. 207.34m -207.88m 54cm Fault. 215.78m 22cmFault gouge strong. 219.39m 48cm, 224.89m 26cm fault Strong.LC Gradational.",,0,Hoang,11/1/2017
GCL,KAD17-109,225.82,237.44,GREEN,UO,ST,15,UM,UM,MASS,,,,"Ultramafic Chl-Qtz-Carb. Grey to light green. Alteration Chl-Qtz-Carb Pervasive. 	Stringers TCA 60 5% >1mm Qtz-Carb, Sheeted TCA 70 10% 1mm-2mm Qtz-Carb,  Individual Vein TCA 40 Zoned, Qtz. Foliation Strong to Intense TCA 50. Granular and massive. 	Mineralization Py .1% >1mm, Po .15% Disseminated. PXRF 235.60m Zr15, Cr1507, Ti1813. LC Gradational",,0,Hoang,11/1/2017
GCL,KAD17-109,237.44,243,GREEN-OL,UO,MOD,20,INTERMED,INTERMED,MASS,,,,"Intermediate. 	Dark green. Alteration Chl-Qtz-Carb Pervasive. 	Stockwork veining TCA 60 5% >1mm, Stringers 5 TCA 1% .1mm, Cross veining. Individual Vein TCA 45 20% Zn Qtz-Carb 13cm. Foliation Moderate TCA70. Mineralization Py .1% .1mm, Po .15% >1mm Disseminated and mineralized locally within chl Pentlandite 1% >1mm (Mineralization at 37-38m closer to 38m, Multi Element Sampling). PXRF 237.44m Zr64, Cr156, Ti 1968, 241.29m Zr67, Cr156, Ti1680. LC Gradational.",,0,Hoang,11/1/2017
GCL,KAD17-109,243,249.36,GREEN-OL,UO,ST,20,UM,UM,MASS,,,,"Ultramafic Chl-Qtz-Carb.Dark green. Alteration Chl-Qtz-Carb Pervasive. 	Stockwork TCA 60 >1mm 5% Qtz-Carb, Stringers TCA 60 2% >1mm Qtz-Carb, Stringers TCA 65 Calcite >1mm 1%. Foliation TCA 70 Moderate-Strong. 247.93m Mudstone dyke, En echelon Calcite. 	Mineralization Py .1% Disseminated. PXRF 245.74 Cr1469, Ti 1341, Zr-, 248.49m Zr45, Cr1162, Ti2668. LC Sharp.",,0,Hoang,11/1/2017
GCL,KAD17-109,249.36,264.47,GREEN-OL,UO,ST,20,INTERMED,INTERMED,MASS,,,,"Intermediate. 	Dark Green. Alteration CHl-Qtz-Carb Pervasive. 	UC foliation TCA 45 Strong, massive. Stringers TCA 70 5% >1mm Calcite, Individual Vein TCA 50 1% Qtz Zoned. Stockwork TCA 50 2% >1mm, Stringer TCA 5, 1% Calcite >1mm. 	Mineralization Py .1% >1mm. 	PXRF 251.23m Zr58, Cr198, Ti2301, 257m Zr61, Cr175, Ti2442, 262.10m Zr54, Cr119, Ti1459. EOH.",,0,Hoang,11/1/2017
GCL,KAD17-110,0,5.83,,,,,OVB,OVB,,,,,,,0,Andrienko,10/31/2017
GCL,KAD17-110,5.83,17.44,GREY-BLK,PO,WK,30,UM,UM,MASS,,,,"Grey coloured. 	Wispy texture. Possible SC  fabric; interpreted to relate to the Kerr fault system. 	Weathered; brown coloured patches. 	Alteration: Moderate pervasive QC, strong chlorite. 	30% QC content as QC stockwork deformed massive veins, and individual QC veins. 	Trace disseminated fine-grained pyrite; concentrated along foliation plains. 	Weak to moderate foliation at 60° TCA.",,0,Andrienko,10/31/2017
GCL,KAD17-110,17.44,23.22,GREY-BLK,PO,WK,40,FLT,BRECCIA,FLTD,,,,"Fractured and annealed breccia; interpreted as Kerr Fault. Shallow angle fault at 20-30 degrees TCA. Alteration: strong chlorite, moderate QC (veins), weak brown car, trace fuchsite (increasing downhole). 	40% QC content as stockwork and qz sheeted deformed veins. QC veins are deformed and brecciated; angular to sub-angular clasts. Weak overall foliation at 20° TCA.",,0,Andrienko,10/31/2017
GCL,KAD17-110,23.22,26.88,GREEN,TO,WK,25,UM,UM,MASS,,,,"Green-brown coloured. Alteration (patchy): moderate fuchsite, strong brown carb, moderate pervasive QC. 25% QC content as QC stockwork veins. Moderate pyrite (locally  intense); multi-cm disseminated blebs at vein margins. 	Weak foliation at 60° TCA",,0,Andrienko,10/31/2017
GCL,KAD17-110,26.88,38.82,BROWN,TO,WK,25,UM,UM,MASS,,,,"Brown-grey coloured. Alteration (patchy): weak chlorite, moderate to strong brown carb/sericite, moderate QC (locally strong qz). Weathered joints; brown-coloured. 	25% QC content as sheeted and stockwork veins. 	Weak disseminated pyrite; fine-grained to multi-cm disseminated and weather blebs. Weak foliation at 50 degrees TCA.",,0,Andrienko,11/1/2017
GCL,KAD17-110,38.82,46.35,GREY-BLK,TO,WK,45,UM,UM,MASS,,,,"Grey-black  coloured. 	Alteration: moderate pervasive QC, strong  chlorite, trace brown carb. 	Localized undifferentiated breccia at 39.40-40.06m; sub-angular qz, qc clasts; up to 3-5cm size; surrounded by a chlorite-altered groundmass. 	45% QC content as deformed massive stockwork veins, white-coloured QC veins, zoned sheeted QC veins. Weak to moderate foliation at 55 degrees TCA",,0,Andrienko,11/1/2017
GCL,KAD17-110,46.35,57.57,GREY,TO,MOD,25,UM,UM,BRECCIA,,,,"Grey coloured. Very deformed unit. 	Alteration: intense qz, moderate pervasive carb, wk fuchsite  (strongly concentrated along foliation plains). Annealed brecciated smoky qz veins; surrounded by a carb-altered groundmass; up to 2-3cm brecciated qz  clasts. 25% QC vein content as smoky qz deformed stockwork veins, QC stockwork deformed veins and stringers. Strong patchy disseminated pyrite; up to 5mm size; subhedral; VG at 50.10 m depth within a grey qz vein; 2x5mm disseminated grain. Moderate to strong foliation at 20-55 degrees TCA. 	Possible fault at 54-57.57m; of annealed breccia and fractured ~30cm sections.",,0,Andrienko,11/1/2017
GCL,KAD17-110,57.57,65.36,GREY,UO,ST,20,UM,MIXED,GRAN,,,,"Grey coloured. 	Reworked texture containing QC rounded clasts of up to 2cm in size, and rounded elongated chlorite-altered clasts up to 5-10cm size. Alteration: moderate to strong chlorite, moderate pervasive QC, weak brown carbonate. 20% QC content of clasts and stockwork QC veins. Weak disseminated pyrite; fine-grained along foliation plains. 	Strong foliation at 25 degrees TCA.",,0,Andrienko,11/1/2017
GCL,KAD17-110,65.36,70.32,GREY,UO,MOD,10,FLT,BRECCIA-Flt,BRECCIA,,,,"Grey coloured. 20° shallow angle fault. Brecciated and  annealed texture. Albitized at top contact, graphitic at lower contact. Alteration: strong qz/ab, strong graphite, pervasive moderate carb. 10% QC content as stockwork QC-calcite veins, and vuggy stringers. Weak disseminated pyrite. Moderate foliation at 40° TCA.",,0,Andrienko,11/1/2017
GCL,KAD17-110,70.32,86.07,BROWN,UO,ST,25,UM,UM,MASS,,,,"Brown to dark-grey coloured. 	Alteration: moderate brown carb, mod-strong chlorite, strong qz, moderate pervasive carb. 25% QC content as stockwork deformed massive smoky qz veins, sheeted white-coloured QC veins, and QC-calcite veins. Calcite content increases downhole. Moderate disseminated pyrite within qz veins and along foliation plains. 	Moderate to strong foliation at 45 degrees TCA.",,0,Andrienko,11/1/2017
GCL,KAD17-110,86.07,90.87,GREY,UO,MOD,15,FLT,FAULT,BRECCIA,,,,"Very folded deformed, annealed. Marks UM-mafic contact. 	Alteration: weak to moderate brown carb, strong carb-calcite, moderate qz, weak chlorite. 15% QC content as sheeted quartz veins, and QC-calcite deformed zoned veins. Trace fine-grained pyrite. Foliation is parallel to TCA to 50° TCA; angle increases downhole.",,0,Andrienko,11/1/2017
GCL,KAD17-110,90.87,141.72,GREY,UO,WK,5,MAFIC,MAFIC-VAR,,,VAR,PERL,"Grey coloured. Coalesced varioles. 	Trace hyaloclastite and perlitic texture. Alteration (selective):  patches of strong chlorite alteration, varioles are strongly qz/ab altered, mod carb and calcite to 114.74m; mod carb after 114.74m. 	5% QC content; as individual en-echeloned qz veins, QC zoned sheeted deformed qz veins, and QC-calcite veins. 	Trace to weak pyrite mineralization; 115.10-118.75m contains coarse-grained  up to 2mm size strong pyrite and moderate arsenopyrite within a silicified qz-breccia interval. Weak foliation at 60° TCA.",,0,Andrienko,11/1/2017
GCL,KAD17-110,141.72,143.75,GREY-BLK,UO,ST,10,SED,SED-MSSS,GRH,,,,"Black grey coloured. Bedded mudstone and sandstone. 	Intense pyrite mineralization as blebs, trace sphalerite, and chalcopyrite. 	Alteration: intense graphite, weak QC. 10% QC content as sheeted veins, and sheeted veins. Strong foliation at 60° TCA.",,0,Andrienko,11/2/2017
GCL,KAD17-110,143.75,158.5,GREY,UO,WK,2,MAFIC,MAFIC-BX-VAR,APHAN,,VAR,PERL,"Grey-coloured. Coalesced varioles. 	Perlitic texture of curvi-planar grains. 	Hyaloclastite; up to 2cm chlorite-altered angular clasts. Alteration (selective): hyaloclastite is strongly chlorite-altered within a QC-calcite altered groundmass; varioles are strongly qz/ab altered and are surrounded by a strong chlorite-altered groundmass; moderate pervasive carb-calcite. 2% QC content as individual QC-calcite veins, vuggy sheeted veins, and qz sheeted veins. 	Trace disseminated pyrite and arsenopyrite up to 0.5mm grain size; within qz-vein haloes. 	Weak foliation at 40° TCA.",,0,Andrienko,11/2/2017
GCL,KAD17-110,158.5,190,GREY,UO,WK,2,MAFIC,MAFIC-VAR,APHAN,,,,"Grey coloured. Alteration (selective): varioles are strongly qz/ab altered; surrounded by a moderate to strongly chlorite altered groundmass. 2% QC vein content as sheeted qz veins, QC individual veins, and vuggy stringers. 	Strong patchy disseminated pyrite and moderate arsenopyrite; associated with qz veining, trace chalcopyrite. Weak foliation at 60° TCA.",,0,Andrienko,11/2/2017
GCL,KAD17-110,190,193.91,GREEN-GRY,UO,MOD,35,UM,UM,MASS,,,,"Green-grey coloured. Sharp upper and lower contact. Alteration (patchy): moderate fuchsite, weak chlorite, strong carb, weak calcite, moderate qz. 	35% QC content as stockwork QC-calcite veins and QC individual deformed massive veins. Trace fine-grained disseminated pyrite. Moderate foliation at 40° TCA.",,0,Andrienko,11/2/2017
GCL,KAD17-110,193.91,197.46,GREY,UO,MOD,2,SED,SED-MSSS,GRAN,THIN,,,"Grey coloured. Mafic derived granular texture; PXRF: Zr 77, Ti 4797, Cr- ppm. 	Strongly silicified. 	Alteration: strong qz/ab, moderate carb, weak chlorite, weak graphite. 	Granular mafic qz/ab altered SS beds; MS beds are graphite to chlorite altered. 	Intense disseminated  pyrite, moderate to strong arsenopyrite; related to silica alteration/qz veining, trace chalcopyrite within QC veins. 2% QC content as individual qz and QC veins. Weak to strong foliation at 50° TCA.",,0,Andrienko,11/2/2017
GCL,KAD17-110,197.46,201.03,GREY-BLK,UO,MOD,35,UM,UM,MASS,,,,"Grey black coloured. Alteration: moderate to strong chlorite, strong carb-calcite, trace brown carb, trace fuchsite, moderate qz. 35% QC content as stockwork QC-calcite veins, zoned QC and QC-calcite individual veins. Very trace disseminated pyrite. Moderate foliation at 50° TCA.",,0,Andrienko,11/2/2017
GCL,KAD17-110,201.03,208.21,GREY,UO,MOD,2,SED,SED-MSSS,GRAN,THIN,,,"Grey coloured. Mafic-derived sediments; PXRF= Cr-, Zr 112, Ti 8680ppm. Mafic SS qz/ab altered rounded-subrounded clasts within a chlorite-altered groundmass. 	Localized graphitic/chlorite-altered MS beds, and mafic SS qz/ab beds. 	Sharp upper and lower contacts. Alteration (selective): strong chlorite, strong qz/ab, weak graphite, moderate pervasive carb. 	2% vein content as sheeted QC veins, qz stringers, and QC vuggy individual veins. Strong disseminated pyrite, weak arsenopyrite at vein haloes and concentrated along foliation plains. 	Weak to strong foliation at 40° TCA.",,0,Andrienko,11/2/2017
GCL,KAD17-110,208.21,212.87,GREY,UO,MOD,30,UM,UM,MASS,,,,"Grey coloured. 	Alteration (patchy): moderate QC, weak chlorite, weak fuchsite, weak calcite. Sharp upper and lower contacts. 30% QC content as vuggy massive deformed QC-calcite veins. 	Trace disseminated pyrite; very fine-grained. 	Moderate foliation at 45° TCA.",,0,Andrienko,11/2/2017
GCL,KAD17-110,212.87,234.07,GREY,UO,WK,5,MAFIC,MAFIC,APHAN,,,,"Grey coloured. 	Minor varioles. 	Alteration: strong qz/ab, moderate pervasive carb, weak chlorite. 	Sharp upper and lower contacts. 	5% QC vein content as QC (predominantly grey qz), and QC mottled white-coloured individual veins. 	Possible fault at 229.16-230.52m; fracture section with slickensides. 	Strong disseminated pyrite, weak arsenopyrite within veins and vein haloes. Trace foliation at 40° TCA.",,0,Andrienko,11/2/2017
GCL,KAD17-110,234.07,252.21,GREY,UO,MOD,5,MAFIC,MAFIC-BX-VAR,BRECCIA,,VAR,,"Grey coloured. 	Alteration (selective): strong qz/ab, strong chlorite, weak calcite, moderate carb. Varioles are qz/ab altered and  are surrounded by a chlorite altered groundmass; hyaloclastite is strongly chlorite-altered and surrounded by a carb-qz-ab altered groundmass. 5% QC content as QC individual deformed massive to vuggy veins, and sheeted QC-calcite veins. Trace disseminated pyrite. Moderate foliation at 45° TCA.",,0,Andrienko,11/3/2017
GCL,KAD17-110,252.21,253.93,GREY,UO,MOD,35,UM,UM,MASS,,,,"Grey coloured. 	Alteration: strong chlorite,  strong talc, weak-brown carb, weak qz, mod carb-calcite. 	35% QC content as QC-calcite stockwork veins. Trace disseminated pyrite along veins and foliation plains. 	Moderate foliation at 55° TCA.",,0,Andrienko,11/3/2017
GCL,KAD17-110,253.93,254.44,GREY-BLK,UO,MOD,0,DYK,DYKE-INTERMED,GRAN,,,,"Dark grey coloured. Biotite dyke? Sharp upper and lower contacts. PXRF: Zr 190, Cr 79, Ti 3948ppm. Granular texture containing elongated QC grains surrounded by mica. Alteration: moderate chlorite/biotite, moderate pervasive QC. 	Very trace disseminated pyrite and chalcopyrite. Weak to moderate foliation at 55° TCA.",,0,Andrienko,7/18/2018
GCL,KAD17-110,254.44,260.63,GREY,UO,MOD,35,UM,UM,MASS,,,,"Grey coloured. Alteration: strong chlorite, moderate talc, weak qz, moderate to strong carb-calcite. 35% QC content as stockwork deformed massive veins, and individual white-coloured vuggy deformed veins. Trace disseminated pyrite within veins and chlorite-rich foliation plains. Moderate foliation at 55° TCA.",,0,Andrienko,11/3/2017
GCL,KAD17-110,260.63,265.83,BLACK,UO,WK,5,SED,SED-MSSS,GRH,THIN,,,"Black coloured. 	Minor deformed sandstone sections composed of QC clasts of 0.1-2mm size. Alteration: intense graphite, weak QC (moderate in SS). 	Possible fault at 262.63-263.15m; section is fractured. 	Intense pyrite blebs and lenses composed of sub-hedral 1-2mm  pyrite grains within foliation plains and stringer veins. 	5% QC content of QC-calcite, and qz veins. 	Very deformed, strongly foliated at 50° TCA.",,0,Andrienko,11/3/2017
GCL,KAD17-110,265.83,285.15,GREY-BLK,UO,MOD,10,MAFIC,MAFIC-BXMS,GRH,THIN,,,"Grey-black colour. Mafic aphanitic sub-angular to sub-rounded breccia  surrounded by a graphitic mudstone matrix. 	Interbeds of granular sandstone (PXRF: Zr 105, Cr 170, Ti 2219 ppm) with localized bedding at 268.75-269.66m, 272.70-276m depths. Sandstone bed at 282.43-284.78m contains granular texture; intermediate dyke?; PXRF: Zr 141, Cr 182, Ti 3033 ppm. Mudstone interbeds are at 280.39-282.43m, and 284.78-285.15m. Alteration (selective): Intense graphite, moderate qz/ab, moderate carb (within sandstone and mafic clasts), weak chlorite. 10% QC content as qz individual massive deformed veins, and stringers. 	Possible fault at 281.84-282.43m at 40° TCA; fractured section. Intense pyrite as blebs and lenses within mudstone and BXMS as fracture fill and along foliation plains; disseminated pyrite is within sandstone. Weak to strong foliation at 60° TCA.",,0,Andrienko,11/3/2017
GCL,KAD17-110,285.15,286.24,GREEN-GRY,UO,WK,25,UM,UM-SS,,,,,"Green-grey coloured. 	Localized graphitic lamellae. Alteration: weak fuchsite, moderate QC-calcite, weak graphite. Trace fine-grained pyrite along foliation plains. 25% QC content as stockwork QC-calcite massive deformed veins and QC stringers. 	Weak foliation at 45° TCA.",,0,Andrienko,11/3/2017
GCL,KAD17-110,286.24,288.07,GREY-BLK,UO,ST,10,SED,SED-MSSS,GRH,THIN,,,"Grey black coloured. Alteration (selective): intense graphite, weak QC (moderate within SS). 10% QC content as sheeted QC massive deformed veins. 	Intense pyrite blebs within foliation plains and veins. Strong foliation at 60° TCA.",,0,Andrienko,11/3/2017
GCL,KAD17-110,288.07,289.38,GREEN-GRY,UO,WK,20,UM,UM-SS,GRAN,,,,"Green-grey coloured. 	Localized graphitic lamellae. Alteration (patchy): weak graphite, moderate fuchsite, moderate-strong pervasive QC-calcite, moderate brown carb. 	20% QC content as stockwork deformed massive veins. Trace pyrite along foliation plains. Weak foliation at 55° TCA.",,0,Andrienko,11/3/2017
GCL,KAD17-110,289.38,291.13,GREY-BLK,UO,MOD,1,MAFIC,MAFIC-BXMS,GRH,,,,"Grey black coloured. Mafic aphanitic breccia; sub-rounded; strongly reworked and surrounded by a graphitic matrix. Alteration (selective): intense graphite, moderate QC-calcite, moderate ab (mafic breccia). 1% QC content as individual QC-calcite massive deformed veins at 60° TCA. Pyrite blebs composed of 1-3mm euhedral pyrite grains as fracture-fill. Weak to moderate foliation at 60° TCA.",,0,Andrienko,11/3/2017
GCL,KAD17-110,291.13,295.33,BROWN,UO,MOD,30,UM,UM-SS,GRAN,,,,"Brown-grey coloured. Graphitic lamellae. 	Alteration (patchy): weak to moderate chlorite, trace fuchsite, weak to moderate brown carb, moderate QC-calcite. 	Reworked texture of QC-vein clasts; sub-rounded up to 5cm size. 30% QC content as deformed massive stockwork QC-calcite veins. Trace disseminated fine-grained pyrite; along fuchsite/chlorite-rich foliation plains. Moderate foliation at 50° TCA.",,0,Andrienko,11/3/2017
GCL,KAD17-110,295.33,300.6,BROWN,UO,WK,50,UM,UM-SS,GRAN,,,,"Grey-brown coloured. Reworked clastic texture; QC vein derived clasts; 0.5cm-5cm size. 	Graphitic lamellae?. 	Prominent QC-calcite veins; 50% content as stockwork QC-calcite veins. 	Trace fine-grained pyrite; along foliation plains. Alteration: weak-moderate chlorite, trace fuchsite, weak brown carb, strong qz/carb/calcite. 	Weak to moderate foliation at 50° TCA.",,0,Andrienko,11/3/2017
GCL,KAD17-110,300.6,305.79,GREY-BLK,UO,WK,5,MAFIC,MAFIC,MASS,,PERL,AMG,"Dark-grey coloured. Diffuse QC 0.5cm grains; amygdules? PXRF= Cr-, Zr 121,  Ti 8673 ppm. Alteration: weak to moderate chlorite, moderate qz/ab, moderate carb-calcite. 	Localized perlitic texture. 5% QC content as individual deformed massive QC-calcite veins, and QC-calcite sheeted veins. Trace foliation at 55°TCA.",,0,Andrienko,11/3/2017
GCL,KAD17-110,305.79,318.26,GREY-BLK,UO,ST,10,SED,SED-MSSS,GRH,,,,"Grey-black coloured. 	Interlayers of mafic bxms at 307.79-310.13m and 312.20-313.76m. Alteration (selective): intense graphite, moderate qz, moderate to strong carb-calcite (within SS and mafic breccia). 10% QC content as sheeted deformed QC massive veins, and individual QC-calcite veins. 	Intense pyrite blebs and lenses along foliation plains and veins; strong disseminated pyrite within SS. Younging direction is uphole. Strong foliation at 60° TCA.",,0,Andrienko,11/3/2017
GCL,KAD17-110,318.26,334,GREY-BLK,UO,WK,2,MAFIC,MAFIC-BXMS,GRH,,,,"Grey-black coloured. 	Mafic aphanitic breccia surrounded by a graphitic matrix. Alteration (selective): strong to intense graphite, moderate qz/ab, moderate to strong carb-calcite. 2% QC content as individual massive deformed qz veins and QC-calcite white-coloured veins. Trace disseminated pyrite as fracture fill. Weak foliation at 50° TCA.",,0,Andrienko,11/4/2017
GCL,KAD17-110,334,335.05,GREY,UO,WK,1,DYK,DYKE-INTERMED,GRAN,,,,"Grey coloured. Equigranular texture of 1-2mm size QC and mica grains. Biotite dyke? PXRF: Zr 79, Cr 501, Ti 9892ppm. Alteration: moderate QC, moderate chlorite/biotite, trace calcite. 1% QC content as QC-calcite sheeted veins. Sharp upper and lower contacts at 40° TCA. 	Trace disseminated pyrite, very fine grained. Trace foliation at 45° TCA.",,0,Andrienko,7/18/2018
GCL,KAD17-110,335.05,337.06,GREY,UO,WK,1,MAFIC,MAFIC-BXMS,,,,,"Grey coloured. 	Alteration (selective): strong graphite, moderate chlorite, moderate carb-calcite, moderate qz. Mafic brecciated clasts are surrounded by a graphite to chlorite-altered matrix. Mafic clasts contain internal QC-calcite grains. 1% QC content  as sheeted and individual QC-calcite veins. Weak disseminated pyrite (locally strong); patchy; up to 1mm euhedral grain size. Weak foliation at 40° TCA",,0,Andrienko,11/4/2017
