Project,Hole,From_m,To_m,Alt_Group,Alt_Intensity,Alt_Style,Alt1,Alt1_Int,Alt2,Alt2_Int,Alt3,Alt3_Int,Alt4,Alt4_Int,Alt5,Alt5_Int,Comments,Relog,Logger,Timestamp
GCL,KAD17-099,7.31,14,TalcChl,4,PER,CL,4,TA,3,CB,2,,,,,,0,Brown,10/16/2017
GCL,KAD17-099,14,16.11,ChlQtzCarb,4,PER,CL,4,QZ,3,CB,2,,,,,,0,Brown,10/16/2017
GCL,KAD17-099,16.11,18.54,QtzCarb,4,PER,QZ,4,CB,3,CL,2,AB,3,,,,0,Brown,10/16/2017
GCL,KAD17-099,18.54,21.78,FuQtzCarb,3,PER,FU,2,QZ,4,CB,2,,,,,,0,Brown,10/16/2017
GCL,KAD17-099,21.78,32.89,FuQtzCarb,3,PER,FU,3,QZ,3,CB,2,,,,,,0,Brown,10/16/2017
GCL,KAD17-099,32.89,60,SerQtzCarb,3,PER,MS,2,CL,3,QZ,3,FU,2,,,,0,Brown,10/16/2017
GCL,KAD17-099,60,87,TalcChl,4,PER,CL,4,TA,3,CB,2,,,,,,0,Brown,10/17/2017
GCL,KAD17-099,87,110.32,TalcChl,4,PER,CL,4,TA,3,CB,2,,,,,,0,Brown,10/17/2017
GCL,KAD17-099,110.32,122,SerQtzCarb,4,PER,CB,4,QZ,3,FU,2,,,,,,0,Brown,10/17/2017
GCL,KAD17-099,122,123.66,ChlQtzCarb,3,PER,CL,3,QZ,3,CB,2,,,,,,0,Brown,10/17/2017
GCL,KAD17-099,123.66,124.29,QtzCarb,4,PER,QZ,4,CB,2,,,,,,,,0,Brown,10/17/2017
GCL,KAD17-099,124.29,133.21,ChlQtzCarb,4,PER,CL,3,QZ,3,CB,2,,,,,,0,Brown,10/17/2017
GCL,KAD17-099,133.21,135,TalcChl,4,PER,CL,4,TA,3,,,,,,,,0,Brown,10/17/2017
GCL,KAD17-099,135,148,TalcChl,4,PER,TA,4,CL,4,RU,2,,,,,,0,Brown,10/17/2017
GCL,KAD17-099,148,159,QtzCarb,5,PER,QZ,5,CB,2,,,,,,,,0,Brown,10/18/2017
GCL,KAD17-099,159,171.19,ChlQtzCarb,4,PER,CL,4,QZ,3,CB,2,,,,,,0,Brown,10/18/2017
GCL,KAD17-099,171.19,183.85,ChlQtzCarb,4,PER,CL,4,QZ,3,CB,2,AB,2,,,,0,Brown,10/19/2017
GCL,KAD17-099,183.85,186.27,ChlQtzCarb,4,PER,CL,3,QZ,4,CB,2,GR,2,AB,1,,0,Brown,10/19/2017
GCL,KAD17-099,186.27,189.6,ChlQtzCarb,4,PER,QZ,4,CL,3,CB,2,GR,2,AB,2,,0,Brown,10/20/2017
GCL,KAD17-099,189.6,192,NA,NA,,,,,,,,,,,,void,0,Blackwell,10/21/2017
GCL,KAD17-099,192,219,ChlQtzCarb,4,PER,CL,3,QZ,4,CB,2,AB,3,,,,0,Brown,10/20/2017
GCL,KAD17-099,219,230.78,ChlQtzCarb,4,PER,CL,4,QZ,3,CB,2,AB,3,,,,0,Brown,10/20/2017
GCL,KAD17-099,230.78,235.47,FuQtzCarb,3,PER,FU,3,QZ,3,CB,2,RU,1,,,,0,Brown,10/20/2017
GCL,KAD17-099,235.47,240,TalcChl,4,PER,CL,4,TA,3,,,,,,,,0,Brown,10/20/2017
GCL,KAD17-100,9.64,14.7,Albite,4,PER,AB,4,,,,,,,,,,0,Henderson,10/17/2017
GCL,KAD17-100,14.7,15.75,Graph,4,PER,GR,4,,,,,,,,,,0,Henderson,10/17/2017
GCL,KAD17-100,15.75,18,Albite,3,PER,AB,3,QZ,4,,,,,,,,0,Henderson,10/17/2017
GCL,KAD17-100,18,27.48,FuQtzCarb,4,PER,FU,1,QZ,4,CB,3,,,,,,0,Henderson,10/17/2017
GCL,KAD17-100,27.48,30.69,Albite,4,PER,AB,4,,,,,,,,,,0,Henderson,10/17/2017
GCL,KAD17-100,30.69,36.99,ChlQtzCarb,3,PER,AB,2,CL,4,QZ,3,,,,,,0,Henderson,10/17/2017
GCL,KAD17-100,36.99,42,Albite,2,PER,AB,2,,,,,,,,,,0,Henderson,10/17/2017
GCL,KAD17-100,42,48,ChlQtzCarb,3,PER,CL,3,QZ,3,CB,2,,,,,,0,Henderson,10/17/2017
GCL,KAD17-100,48,68,TalcChl,3,PER,TA,2,CL,4,QZ,2,,,,,,0,Henderson,10/18/2017
GCL,KAD17-100,68,72.06,ChlQtzCarb,4,PER,CL,4,QZ,3,CB,3,,,,,,0,Henderson,10/18/2017
GCL,KAD17-100,72.06,75.87,ChlQtzCarb,4,PER,CL,4,QZ,3,CB,3,,,,,,0,Henderson,10/18/2017
GCL,KAD17-100,75.87,98.13,Carb,3,PER,CA,,,,,,,,,,,0,Henderson,10/18/2017
GCL,KAD17-100,98.13,105.77,ChlCarbCal,2,PER,CL,2,CA,3,,,,,,,,0,Henderson,10/18/2017
GCL,KAD17-100,105.77,114,ChlCarbCal,3,PER,QZ,2,CL,3,CB,3,CA,3,,,Equigranular texture of QC-calcite and biotite. Calcite is weak to moderate.,0,Henderson,10/18/2017
GCL,KAD17-100,114,119.23,ChlCarbCal,3,PER,CL,4,QZ,2,CA,4,CB,4,,,Weak to moderate qz.,0,Henderson,10/18/2017
GCL,KAD17-100,119.23,121.26,ChlQtzCarb,3,PER,QZ,3,CB,2,,,CL,4,,,,0,Henderson,10/18/2017
GCL,KAD17-100,121.26,123.76,FuQtzCarb,4,PER,FU,2,CL,3,QZ,3,CB,3,CA,2,"Weak to moderate fuchsite, strong QC.",0,Henderson,10/18/2017
GCL,KAD17-100,123.76,142.32,QtzCarb,3,PER,CB,3,QZ,4,AB,3,CL,2,,,Moderate to strong qz.,0,Henderson,10/19/2017
GCL,KAD17-100,142.32,171,ChlQtzCarb,3,SEL,QZ,4,AB,4,CB,3,CL,4,,,,0,Andrienko,10/19/2017
GCL,KAD17-100,171,171.5,ChlQtzCarb,3,PER,QZ,3,CB,3,CL,3,,,,,,0,Andrienko,10/19/2017
GCL,KAD17-100,171.5,198.66,ChlQtzCarb,3,SEL,CL,4,CB,3,QZ,4,AB,4,,,,0,Andrienko,10/19/2017
GCL,KAD17-100,198.66,201,Graph,4,PER,QZ,5,GR,4,CB,1,,,,,Trace carbonate in veins.,0,Andrienko,10/19/2017
GCL,KAD17-100,201,205.66,ChlQtzCarb,3,SEL,QZ,4,AB,4,CL,4,CB,3,,,,0,Andrienko,10/19/2017
GCL,KAD17-100,205.66,220.59,ChlCarbCal,3,SEL,CB,3,CA,2,CL,4,QZ,3,,,,0,Andrienko,10/19/2017
GCL,KAD17-100,220.59,220.98,ChlQtzCarb,3,PER,CL,3,QZ,4,CB,3,,,,,,0,Andrienko,10/19/2017
GCL,KAD17-100,220.98,249,ChlCarbCal,3,SEL,CB,3,CA,2,CL,4,QZ,3,AB,2,,0,Andrienko,10/20/2017
GCL,KAD17-101,7,43.69,Albite,3,PER,GR,3,AB,3,QZ,4,CB,4,,,,0,Shiroki,10/17/2017
GCL,KAD17-101,43.69,47.37,Graph,5,PAT,GR,5,QZ,3,CB,3,,,,,,0,Shiroki,10/18/2017
GCL,KAD17-101,47.37,50.78,Graph,4,PAT,GR,4,QZ,4,CB,4,,,,,,0,Shiroki,10/18/2017
GCL,KAD17-101,50.78,59.7,Graph,5,PER,GR,5,QZ,2,CB,2,,,,,,0,Shiroki,10/18/2017
GCL,KAD17-101,59.7,60,SerQtzCarb,3,PAT,MS,3,CL,2,QZ,4,CB,4,,,,0,Shiroki,10/18/2017
GCL,KAD17-101,60,65.7,SerQtzCarb,3,PAT,GR,2,MS,3,CL,2,QZ,4,CB,4,,0,Shiroki,10/18/2017
GCL,KAD17-101,65.7,66,Graph,5,PER,QZ,2,CB,2,CB,4,QZ,4,,,,0,Shiroki,10/18/2017
GCL,KAD17-101,66,67,SerQtzCarb,3,PAT,GR,3,MS,3,CL,2,CB,4,QZ,4,,0,Shiroki,10/18/2017
GCL,KAD17-101,67,70.6,SerQtzCarb,3,PAT,CL,2,CB,4,QZ,4,,,,,,0,Shiroki,10/18/2017
GCL,KAD17-101,70.6,78.38,SerQtzCarb,3,PAT,MS,3,TA,4,CL,2,CB,4,QZ,2,,0,Shiroki,10/18/2017
GCL,KAD17-101,78.38,85,ChlQtzCarb,3,PAT,CL,3,CB,4,QZ,4,MS,3,TA,2,,0,Shiroki,10/18/2017
GCL,KAD17-101,85,87.85,ChlQtzCarb,4,PER,CL,4,MS,2,CB,3,QZ,3,,,,0,Shiroki,10/18/2017
GCL,KAD17-101,87.85,91,ChlQtzCarb,3,PAT,MS,2,CL,3,CB,3,QZ,3,,,,0,Shiroki,10/18/2017
GCL,KAD17-101,91,99,FuQtzCarb,2,PAT,FU,1,MS,3,CL,3,QZ,4,CB,4,,0,Shiroki,10/18/2017
GCL,KAD17-101,99,108.59,ChlQtzCarb,3,PAT,GR,2,CL,3,CB,4,QZ,4,MS,3,,0,Shiroki,10/18/2017
GCL,KAD17-101,108.59,114.41,Graph,5,PAT,GR,5,MS,1,CB,2,QZ,2,,,,0,Shiroki,10/18/2017
GCL,KAD17-101,114.41,118.02,Graph,5,PAT,GR,5,AB,2,QZ,3,CB,3,,,,0,Shiroki,10/18/2017
GCL,KAD17-101,118.02,125,ChlQtzCarb,3,PER,CL,3,QZ,3,CB,3,,,,,,0,Shiroki,10/18/2017
GCL,KAD17-101,125,126,ChlQtzCarb,3,PER,CL,3,QZ,4,CB,4,AB,1,,,Lilac-grey albite(?) in metasomatism/stockwork,0,Shiroki,10/19/2017
GCL,KAD17-101,126,128.2,TalcChl,4,PER,TA,3,CL,4,CB,2,,,,,,0,Shiroki,10/19/2017
GCL,KAD17-101,128.2,129.66,ChlQtzCarb,3,PER,CL,3,CB,4,QZ,3,,,,,,0,Shiroki,10/19/2017
GCL,KAD17-101,129.66,130.39,TalcChl,4,PER,TA,3,CL,4,CB,2,,,,,,0,Shiroki,10/19/2017
GCL,KAD17-101,130.39,131,ChlQtzCarb,3,PER,CL,3,CB,4,QZ,4,,,,,,0,Shiroki,10/19/2017
GCL,KAD17-101,131,133.25,TalcChl,4,PER,TA,3,CL,4,CB,3,,,,,,0,Shiroki,10/19/2017
GCL,KAD17-101,133.25,134.92,ChlQtzCarb,3,PER,CL,3,QZ,3,CB,4,MS,3,,,,0,Shiroki,10/19/2017
GCL,KAD17-101,134.92,137.37,ChlQtzCarb,3,PAT,FU,2,CL,3,AB,3,QZ,4,CB,4,,0,Shiroki,10/19/2017
GCL,KAD17-101,137.37,140.05,FuQtzCarb,3,PAT,FU,3,QZ,4,CB,4,MS,2,,,,0,Shiroki,10/19/2017
GCL,KAD17-101,140.05,159.37,SerQtzCarb,4,PAT,MS,4,CL,3,CB,4,QZ,3,,,,0,Shiroki,10/19/2017
GCL,KAD17-101,159.37,161.41,Qtz,5,PER,GR,3,QZ,5,AB,2,CB,3,,,CB stains blue,0,Shiroki,10/19/2017
GCL,KAD17-101,161.41,164,Graph,4,PAT,GR,5,QZ,3,CB,4,,,,,CB stains blue,0,Shiroki,10/19/2017
GCL,KAD17-101,164,167,Graph,3,PAT,GR,3,QZ,4,CB,4,,,,,,0,Shiroki,10/19/2017
GCL,KAD17-101,167,168,Graph,2,PAT,GR,2,QZ,5,CB,4,,,,,,0,Shiroki,10/19/2017
GCL,KAD17-101,168,172.26,Qtz,5,PER,QZ,5,CB,4,AB,1,,,,,"CB stains blue, Albite possible trace",0,Shiroki,10/19/2017
GCL,KAD17-101,172.26,187.69,Albite,4,PER,GR,1,AB,4,CL,1,,,,,,0,Shiroki,10/19/2017
GCL,KAD17-101,187.69,192.93,FuQtzCarb,3,PAT,FU,3,MS,3,QZ,3,CB,3,,,,0,Shiroki,10/19/2017
GCL,KAD17-101,192.93,215.15,Albite,4,PER,GR,2,AB,4,CL,1,,,,,,0,Shiroki,10/19/2017
GCL,KAD17-101,215.15,217.13,FuQtzCarb,2,PAT,GR,2,FU,2,MS,1,QZ,4,CB,4,,0,Shiroki,10/19/2017
GCL,KAD17-101,217.13,229,Albite,4,PER,GR,3,AB,4,CL,1,QZ,3,CB,3,,0,Shiroki,10/19/2017
GCL,KAD17-101,229,232.3,FuQtzCarb,2,PAT,GR,2,CL,2,AB,2,QZ,4,CB,4,,0,Shiroki,10/20/2017
GCL,KAD17-101,232.3,232.88,Graph,5,PER,GR,5,QZ,4,CB,4,,,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,232.88,248.05,Graph,2,PAT,GR,2,MS,1,CL,1,AB,2,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,248.05,260.09,ChlQtzCarb,3,PAT,GR,2,CB,4,QZ,4,CL,3,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,260.09,264,Graph,2,PAT,CL,1,CB,4,QZ,4,,,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,264,266.36,Graph,5,PER,GR,5,QZ,3,CB,3,,,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,266.36,273.58,ChlQtzCarb,3,PER,GR,3,CL,3,MS,3,CB,4,QZ,3,,0,Shiroki,10/20/2017
GCL,KAD17-101,273.58,275.17,Graph,5,PER,GR,5,QZ,2,CB,2,CL,1,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,275.17,283.56,ChlQtzCarb,2,PER,GR,2,AB,2,CL,2,,,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,283.56,284.74,Graph,5,PER,GR,5,QZ,3,CB,3,,,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,284.74,287.92,ChlQtzCarb,3,PER,CL,3,MS,2,QZ,3,CB,3,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,287.92,288.63,Graph,5,PER,GR,5,,,,,,,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,288.63,301.45,Albite,4,PAT,GR,2,AB,4,CL,3,,,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,301.45,306.02,Graph,5,PER,GR,5,AB,3,QZ,4,CB,4,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,306.02,320.8,Graph,5,PAT,GR,5,CL,1,AB,1,,,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,320.8,325.41,ChlQtzCarb,4,PER,CL,2,QZ,4,CB,4,MS,1,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,325.41,327.08,Graph,5,PER,GR,5,,,,,,,,,,0,Shiroki,10/20/2017
GCL,KAD17-101,327.08,338.6,Albite,4,PAT,GR,3,AB,4,CL,1,QZ,4,,,,0,Shiroki,10/21/2017
GCL,KAD17-101,338.6,346.9,Graph,4,PAT,GR,4,AB,3,CL,1,QZ,4,CB,4,,0,Shiroki,10/21/2017
GCL,KAD17-101,346.9,370.23,Albite,3,PER,AB,3,CL,3,,,,,,,,0,Shiroki,10/21/2017
GCL,KAD17-101,370.23,375.5,ChlQtzCarb,3,PER,CL,2,QZ,3,CB,2,,,,,,0,Shiroki,10/21/2017
GCL,KAD17-101,375.5,380.67,Graph,4,PAT,GR,5,QZ,4,AB,2,CL,2,,,,0,Shiroki,10/21/2017
GCL,KAD17-101,380.67,381.62,FuQtzCarb,2,PAT,FU,2,MS,2,,,,,,,,0,Shiroki,10/21/2017
GCL,KAD17-101,381.62,395.52,ChlQtzCarb,3,PER,CL,3,QZ,3,CB,4,MS,1,FU,1,,0,Shiroki,10/21/2017
GCL,KAD17-101,395.52,395.9,ChlQtzCarb,3,PAT,CL,3,CY,3,TA,1,CA,3,CB,4,,0,Shiroki,10/22/2017
GCL,KAD17-101,395.9,407,ChlQtzCarb,3,PAT,CL,3,TA,3,MS,3,QZ,3,CB,4,,0,Shiroki,10/22/2017
GCL,KAD17-101,407,411.22,SerQtzCarb,3,PER,MS,3,CL,2,QZ,3,CB,3,,,,0,Shiroki,10/22/2017
GCL,KAD17-101,411.22,411.77,FuQtzCarb,3,PER,FU,3,MS,2,QZ,4,CB,4,,,,0,Shiroki,10/22/2017
GCL,KAD17-101,411.77,414.4,NA,NA,,,,,,,,,,,,,0,Shiroki,10/22/2017
GCL,KAD17-101,414.4,415.7,FuQtzCarb,4,PAT,FU,4,MS,2,QZ,5,CB,3,,,,0,Shiroki,10/22/2017
GCL,KAD17-101,415.7,429.71,FuQtzCarb,3,PER,FU,3,MS,3,QZ,4,CB,4,,,,0,Shiroki,10/22/2017
GCL,KAD17-101,429.71,435,FuQtzCarb,2,PAT,FU,2,AB,3,MS,3,QZ,3,CB,3,,0,Shiroki,10/22/2017
GCL,KAD17-101,435,438.51,SerQtzCarb,3,PAT,FU,2,MS,3,CL,2,QZ,3,CB,4,,0,Shiroki,10/22/2017
GCL,KAD17-101,438.51,455.13,FuQtzCarb,4,PAT,FU,5,MS,1,QZ,4,CB,4,,,,0,Shiroki,10/22/2017
GCL,KAD17-101,455.13,461.8,SerQtzCarb,3,PAT,FU,2,CL,3,MS,3,QZ,3,CB,4,,0,Shiroki,10/23/2017
GCL,KAD17-101,461.8,463.5,NA,NA,,,,,,,,,,,,,0,Shiroki,10/23/2017
GCL,KAD17-101,463.5,471.57,ChlQtzCarb,3,PAT,FU,1,MS,3,CL,4,QZ,4,CB,4,,0,Shiroki,10/23/2017
GCL,KAD17-101,471.57,484.26,FuQtzCarb,3,PAT,FU,3,AB,3,MS,2,QZ,4,CB,4,,0,Shiroki,10/23/2017
GCL,KAD17-101,484.26,490,FuQtzCarb,4,PAT,FU,3,AB,4,QZ,4,CB,4,MS,1,,0,Shiroki,10/23/2017
GCL,KAD17-101,490,502.07,FuQtzCarb,4,PAT,FU,4,QZ,5,MS,2,AB,3,CB,3,,0,Shiroki,10/23/2017
GCL,KAD17-101,502.07,503.35,NA,NA,,,,,,,,,,,,,0,Shiroki,10/23/2017
GCL,KAD17-101,503.35,504,FuQtzCarb,4,PAT,FU,4,QZ,5,MS,1,AB,3,,,,0,Shiroki,10/23/2017
GCL,KAD17-101,504,505,NA,NA,,,,,,,,,,,,,0,Shiroki,10/23/2017
GCL,KAD17-101,505,521.26,FuQtzCarb,4,PAT,FU,3,QZ,5,MS,3,AB,3,CL,3,,0,Shiroki,10/24/2017
GCL,KAD17-101,521.26,528,SerQtzCarb,3,PAT,FU,1,MS,3,CL,3,QZ,3,CB,3,,0,Shiroki,10/24/2017
GCL,KAD17-101,528,535,NA,NA,,,,,,,,,,,,,0,Shiroki,10/24/2017
GCL,KAD17-102,5.91,29.25,FuQtzCarb,3,PER,FU,3,QZ,3,CB,2,,,,,,0,Brown,10/21/2017
GCL,KAD17-102,29.25,41,ChlQtzCarb,4,PER,CL,4,QZ,3,CB,2,,,,,,0,Brown,10/21/2017
GCL,KAD17-102,41,55.68,ChlQtzCarb,3,PER,CL,4,QZ,3,CB,2,MS,2,FU,2,,0,Brown,10/21/2017
GCL,KAD17-102,55.68,68.13,QtzCarb,4,PER,QZ,4,CB,2,CL,2,,,,,,0,Brown,10/21/2017
GCL,KAD17-102,68.13,80,ChlQtzCarb,4,PER,CL,4,QZ,3,CB,2,MS,2,FU,2,,0,Brown,10/21/2017
GCL,KAD17-102,80,106,TalcChl,4,PER,CL,4,TA,3,,,,,,,,0,Brown,10/21/2017
GCL,KAD17-102,106,111,ChlQtzCarb,4,PER,CL,4,QZ,3,CB,2,FU,1,MS,1,,0,Brown,10/21/2017
GCL,KAD17-103,6.79,29.11,ChlQtzCarb,3,PER,CL,3,QZ,4,AB,4,CB,3,,,,0,Andrienko,10/21/2017
GCL,KAD17-103,29.11,30.81,ChlQtzCarb,3,SEL,CL,4,QZ,3,AB,3,CB,2,,,Selective alteration. Weak pervasive carb.,0,Andrienko,10/21/2017
GCL,KAD17-103,30.81,39.7,ChlQtzCarb,3,PER,QZ,4,AB,4,CB,3,CL,2,,,,0,Andrienko,10/21/2017
GCL,KAD17-103,39.7,56.1,ChlQtzCarb,3,SEL,CL,4,QZ,4,AB,4,CB,3,,,Patchy moderate to strong qz/ab. Brecciated clasts are strongly chlorite altered.,0,Andrienko,10/21/2017
GCL,KAD17-103,56.1,66.04,FuQtzCarb,3,PAT,FU,2,MS,3,QZ,3,CB,3,CA,2,,0,Andrienko,10/21/2017
GCL,KAD17-103,66.04,80.22,ChlQtzCarb,4,PER,CB,3,QZ,4,AB,4,CL,1,,,Trace to weak chlorite.,0,Andrienko,10/21/2017
GCL,KAD17-103,80.22,95.78,ChlQtzCarb,4,SEL,CL,4,AB,4,QZ,4,CB,2,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,95.78,107.59,FuQtzCarb,3,SEL,FU,1,CB,3,QZ,3,CL,4,GR,2,,0,Andrienko,10/22/2017
GCL,KAD17-103,107.59,111.78,Graph,5,PER,GR,5,QZ,2,CB,3,CL,1,,,Moderate carb with sandstone and QC veins.,0,Andrienko,10/22/2017
GCL,KAD17-103,111.78,118,ChlQtzCarb,3,SEL,QZ,3,AB,3,CB,3,CL,1,GR,5,,0,Andrienko,10/22/2017
GCL,KAD17-103,118,118.79,ChlQtzCarb,3,PER,QZ,3,CL,2,CB,2,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,118.79,127.78,ChlQtzCarb,3,SEL,CB,3,QZ,3,AB,3,CL,1,GR,5,,0,Andrienko,10/22/2017
GCL,KAD17-103,127.78,128.89,GraphChl,4,SEL,CL,4,CB,4,QZ,2,GR,5,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,128.89,132.59,ChlQtzCarb,3,SEL,QZ,3,AB,3,CB,3,GR,5,CL,1,,0,Andrienko,10/22/2017
GCL,KAD17-103,132.59,133.42,ChlQtzCarb,3,PER,CB,3,QZ,2,CL,3,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,133.42,142.4,FuQtzCarb,3,PER,FU,1,QZ,3,MS,3,CA,2,CL,2,Moderate to strong quartz.,0,Andrienko,10/22/2017
GCL,KAD17-103,142.4,147.07,QtzCarb,3,SEL,CB,3,QZ,3,AB,3,GR,5,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,147.07,148.44,Graph,5,PER,GR,5,QZ,3,CB,3,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,148.44,160.2,ChlQtzCarb,3,SEL,CL,2,AB,3,QZ,3,CB,3,GR,5,,0,Andrienko,10/23/2017
GCL,KAD17-103,160.2,160.7,ChlQtzCarb,3,PER,QZ,2,CL,3,CA,2,CB,4,,,Moderate to strong chlorite.,0,Andrienko,10/23/2017
GCL,KAD17-103,160.7,187.75,ChlQtzCarb,3,SEL,QZ,3,AB,3,CA,2,CL,2,GR,5,Weak to moderate calcite and chlorite.,0,Andrienko,10/23/2017
GCL,KAD17-103,187.75,192.51,ChlQtzCarb,3,PER,CL,2,AB,3,QZ,3,CB,3,CA,1,,0,Andrienko,10/23/2017
GCL,KAD17-103,192.51,198.79,ChlQtzCarb,3,PER,GR,4,CA,2,QZ,3,CL,3,,,Trace to weak calcite. Weak to moderate quartz.,0,Andrienko,10/23/2017
GCL,KAD17-103,198.79,200.37,ChlQtzCarb,4,PER,CL,4,QZ,2,CB,3,GR,2,,,Localized weak graphite.,0,Andrienko,10/23/2017
GCL,KAD17-103,200.37,216,ChlQtzCarb,3,PER,CB,3,QZ,3,GR,5,CL,2,CA,1,,0,Andrienko,10/23/2017
GCL,KAD17-103,216,251.72,ChlQtzCarb,3,PER,CB,3,QZ,3,CL,2,GR,5,CA,2,Weak  to moderate chlorite.,0,Andrienko,10/23/2017
GCL,KAD17-103,251.72,254.57,ChlQtzCarb,3,SEL,CL,3,QZ,4,AB,4,CB,3,,,Qz/Ab is moderate to strong.,0,Andrienko,10/23/2017
GCL,KAD17-103,254.57,273,ChlQtzCarb,3,SEL,CL,3,CB,3,QZ,3,AB,3,GR,5,Weak to moderate chlorite. Locally strong to intense qz/ab.,0,Andrienko,10/24/2017
GCL,KAD17-103,273,284.45,QtzCarb,4,PER,CB,3,QZ,4,MS,1,CL,2,,,Trace to weak brown carb.,0,Andrienko,10/24/2017
GCL,KAD17-103,284.45,299.73,FuQtzCarb,3,PAT,FU,1,CL,3,QZ,3,MS,3,CB,3,Trace to weak fuchsite. Weak calcite.,0,Andrienko,10/24/2017
GCL,KAD17-103,299.73,381,TalcChlCal,4,PER,CL,5,TA,4,CB,4,CA,4,QZ,2,,0,Andrienko,10/24/2017
GCL,KAD17-104,7.44,35.24,QtzCarb,2,PER,QZ,1,CB,2,,,,,,,,0,Brown,10/22/2017
GCL,KAD17-104,35.24,42.56,QtzCarb,3,PER,CB,3,QZ,2,CL,3,,,,,,0,Brown,10/22/2017
GCL,KAD17-104,42.56,48.23,SerQtzCarb,3,PER,MS,2,QZ,2,CB,3,,,,,,0,Brown,10/22/2017
GCL,KAD17-104,48.23,53,QtzCarb,3,PER,QZ,4,CB,2,AB,3,GR,2,,,,0,Brown,10/23/2017
GCL,KAD17-104,53,82.1,QtzCarb,3,PER,QZ,4,AB,3,CB,2,GR,2,,,,0,Brown,10/23/2017
GCL,KAD17-104,82.1,83.9,ChlQtzCarb,4,PER,CL,4,QZ,3,CB,2,,,,,,0,Brown,10/23/2017
GCL,KAD17-104,83.9,95.34,ChlQtzCarb,4,PER,CL,4,QZ,3,CB,2,AB,2,,,,0,Brown,10/23/2017
GCL,KAD17-104,95.34,96.56,ChlQtzCarb,4,PER,CL,4,QZ,3,CB,2,GR,1,,,,0,Brown,10/23/2017
GCL,KAD17-104,96.56,102.69,ChlQtzCarb,3,PER,CL,4,QZ,2,CB,2,TA,1,,,,0,Brown,10/23/2017
GCL,KAD17-104,102.69,133.67,TalcChlCal,4,PER,CL,4,CA,3,TA,3,,,,,,0,Brown,10/23/2017
GCL,KAD17-104,133.67,152,ChlQtzCarb,4,PER,CL,3,QZ,3,MS,3,FU,2,,,,0,Brown,10/24/2017
GCL,KAD17-104,152,158.95,FuQtzCarb,3,PER,FU,3,QZ,3,CB,2,RU,2,,,,0,Brown,10/24/2017
GCL,KAD17-104,158.95,162,QtzCarb,4,PER,CL,2,CB,3,QZ,3,FU,1,,,,0,Brown,10/24/2017
GCL,KAD17-104,162,167,SerQtzCarb,4,PER,MS,4,QZ,3,CB,2,FU,2,,,,0,Brown,10/24/2017
GCL,KAD17-104,167,176.22,QtzCarb,4,PER,QZ,4,CB,2,CL,2,MS,2,FU,2,,0,Brown,10/24/2017
GCL,KAD17-104,176.22,198,TalcChlCal,4,PER,CL,4,TA,3,CA,3,,,,,,0,Brown,10/25/2017
GCL,KAD17-105,5,14.46,ChlQtzCarb,3,PER,AB,4,QZ,4,CL,2,CB,3,,,,0,Unknown,10/25/2017
GCL,KAD17-105,14.46,15.36,FuQtzCarb,3,PER,QZ,4,CB,2,FU,1,CL,2,RU,2,Fuchsite/chlorite?,0,Unknown,10/25/2017
GCL,KAD17-105,15.36,17.09,QtzCarb,4,PER,AB,4,QZ,4,CB,3,CL,1,MS,1,,0,Unknown,10/25/2017
GCL,KAD17-105,17.09,23.44,SerQtzCarb,4,PER,MS,4,CB,3,QZ,3,CL,3,GR,2,Granular texture composed of sericite grains.,0,Unknown,10/25/2017
GCL,KAD17-105,23.44,32.97,ChlQtzCarb,4,SEL,AB,4,QZ,4,CL,4,CB,3,,,,0,Unknown,10/26/2017
GCL,KAD17-105,32.97,33.55,ChlQtzCarb,3,PER,CL,3,CB,3,QZ,4,,,,,,0,Andrienko,10/26/2017
GCL,KAD17-105,33.55,37.21,ChlQtzCarb,3,SEL,CB,3,CL,4,QZ,4,AB,4,,,,0,Andrienko,10/26/2017
GCL,KAD17-105,37.21,38.04,ChlQtzCarb,3,PER,QZ,4,CB,3,CL,3,,,,,,0,Andrienko,10/26/2017
GCL,KAD17-105,38.04,47.04,ChlQtzCarb,3,SEL,AB,4,QZ,4,CL,4,CB,3,,,Weak to moderate carb.,0,Andrienko,10/26/2017
