Project,Hole,From_m,To_m,Min_Intensity,Min_Style,Min_Pct,VG,Min1,Min2,Min3,Min4,Min5,Comments,Relog,Logger,Timestamp
GCL,KAD17-101,504,505,NA,,,FALSE,,,,,,,0,Shiroki,10/23/2017
GCL,KAD17-101,505,521.26,2,DIS,0.75,FALSE,PY,,,,,,0,Shiroki,10/24/2017
GCL,KAD17-101,521.26,528,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/24/2017
GCL,KAD17-101,528,535,NA,,,FALSE,,,,,,,0,Shiroki,10/24/2017
GCL,KAD17-102,5.61,20,4,DIS,2,FALSE,PY,,,,,,0,Brown,10/21/2017
GCL,KAD17-102,20,24.89,3,DIS,1,FALSE,PY,,,,,,0,Brown,10/21/2017
GCL,KAD17-102,24.89,29.25,4,DIS,2,FALSE,PY,,,,,,0,Brown,10/21/2017
GCL,KAD17-102,29.25,41,3,DIS,1,FALSE,PY,,,,,,0,Brown,10/21/2017
GCL,KAD17-102,41,55.68,4,PAT,2,FALSE,PY,,,,,,0,Brown,10/21/2017
GCL,KAD17-102,55.68,68.13,4,FRC,2,FALSE,PY,,,,,,0,Brown,10/21/2017
GCL,KAD17-102,68.13,80,3,PAT,1,FALSE,PY,CP,,,,,0,Brown,10/21/2017
GCL,KAD17-102,80,106,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,10/21/2017
GCL,KAD17-102,106,111,3,DIS,1,FALSE,PY,,,,,,0,Brown,10/21/2017
GCL,KAD17-103,6.79,29.11,5,DIS,2,FALSE,PY,AS,,,,"Strong to intense pyrite, weak to moderate arsenopyrite.",0,Andrienko,10/21/2017
GCL,KAD17-103,29.11,30.81,3,DIS,1,FALSE,PY,,,,,,0,Andrienko,10/21/2017
GCL,KAD17-103,30.81,39.7,5,DIS,3,FALSE,PY,AS,,,,"Intense pyrite, weak to moderate arsenopyrite; usually within vein haloes.",0,Andrienko,10/21/2017
GCL,KAD17-103,39.7,56.1,5,DIS,3,FALSE,PY,AS,CP,,,"Strong to intense pyrite, weak to moderate arsenopyrite. Trace chalcopyrite within veins.",0,Andrienko,10/21/2017
GCL,KAD17-103,56.1,57,5,DIS,3,FALSE,PY,,,,,Intense mineralization at upper contact; within vein haloes.,0,Andrienko,10/21/2017
GCL,KAD17-103,57,66.04,2,DIS,0.5,FALSE,PY,,,,,,0,Andrienko,10/21/2017
GCL,KAD17-103,66.04,80.22,5,DIS,3,FALSE,PY,AS,,,,"Intense disseminated pyrite, weak to moderate arsenopyrite.",0,Andrienko,10/21/2017
GCL,KAD17-103,80.22,95.78,1,DIS,0.1,FALSE,PY,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,95.78,107.59,4,DIS,2,FALSE,PY,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,107.59,111.78,5,BLP,5,FALSE,PY,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,111.78,118,5,BLP,5,FALSE,PY,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,118,118.79,1,DIS,0.1,FALSE,PY,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,118.79,127.78,5,BLP,5,FALSE,PY,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,127.78,128.89,5,BLP,5,FALSE,PY,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,128.89,132.59,5,BLP,5,FALSE,PY,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,132.59,133.42,2,DIS,0.5,FALSE,PY,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,133.42,142.4,1,DIS,0.1,FALSE,PY,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,142.4,147.07,5,BLP,5,FALSE,PY,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,147.07,148.44,5,BLP,5,FALSE,PY,,,,,,0,Andrienko,10/22/2017
GCL,KAD17-103,148.44,160.2,1,DIS,0.1,FALSE,PY,AS,,,,,0,Andrienko,10/23/2017
GCL,KAD17-103,160.2,160.7,1,DIS,0.1,FALSE,PY,,,,,,0,Andrienko,10/23/2017
GCL,KAD17-103,160.7,170.42,3,DIS,1,FALSE,PY,CP,,,,Trace chalcopyrite.,0,Andrienko,10/23/2017
GCL,KAD17-103,170.42,187.75,2,DIS,0.5,FALSE,PY,CP,,,,Trace chalcopyrite.,0,Andrienko,10/23/2017
GCL,KAD17-103,187.75,192.51,4,DIS,2,FALSE,PY,,,,,,0,Andrienko,10/23/2017
GCL,KAD17-103,192.51,198.79,4,DIS,1.5,FALSE,PY,,,,,Moderate to strong disseminated pyrite.,0,Andrienko,10/23/2017
GCL,KAD17-103,198.79,200.37,3,DIS,1,FALSE,PY,PO,,,,Weak disseminated pyrrhotite.,0,Andrienko,10/23/2017
GCL,KAD17-103,200.37,216,5,BLP,5,FALSE,PY,,,,,"Blebs within mudstone, disseminated within mudstone.",0,Andrienko,10/23/2017
GCL,KAD17-103,216,251.72,3,DIS,1,FALSE,PY,CP,,,,Trace chalcopyrite.,0,Andrienko,10/23/2017
GCL,KAD17-103,251.72,254.57,4,DIS,2,FALSE,PY,,,,,,0,Andrienko,10/23/2017
GCL,KAD17-103,254.57,265.15,5,DIS,3,FALSE,PY,AS,,,,,0,Andrienko,10/24/2017
GCL,KAD17-103,265.15,273,5,DIS,10,FALSE,PY,AS,,,,Very intense pyrite and arsenopyrite along foliation plains and vein haloes. Related to UM-mafic faulted contact zone.,0,Andrienko,10/24/2017
GCL,KAD17-103,273,273.13,5,DIS,10,FALSE,PY,AS,,,,Very intense pyrite and arsenopyrite within foliation plains and vein haloes. Related to UM-mafic faulted contact zone.,0,Andrienko,10/24/2017
GCL,KAD17-103,273.13,284.45,1,DIS,0.1,FALSE,PY,,,,,Trace along chlorite-rich foliation plains.,0,Andrienko,10/24/2017
GCL,KAD17-103,284.45,299.73,2,DIS,0.5,FALSE,PY,,,,,,0,Andrienko,10/24/2017
GCL,KAD17-103,299.73,381,1,DIS,0.1,FALSE,PY,,,,,,0,Andrienko,10/24/2017
GCL,KAD17-104,7.44,35.24,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,10/22/2017
GCL,KAD17-104,35.24,42.56,4,BLP,3,FALSE,PY,,,,,,0,Brown,10/22/2017
GCL,KAD17-104,42.56,48,3,DIS,1,FALSE,PY,,,,,,0,Brown,10/22/2017
GCL,KAD17-104,48.23,53,4,DIS,3,FALSE,PY,AS,,,,,0,Brown,10/23/2017
GCL,KAD17-104,53,82,3,DIS,1,FALSE,PY,AS,,,,,0,Brown,10/23/2017
GCL,KAD17-104,82,83.9,3,DIS,1,FALSE,PY,,,,,,0,Brown,10/23/2017
GCL,KAD17-104,83.9,95.24,3,PAT,1,FALSE,PY,AS,,,,,0,Brown,10/23/2017
GCL,KAD17-104,95.24,96.56,3,DIS,1.5,FALSE,PY,,,,,,0,Brown,10/23/2017
GCL,KAD17-104,96.56,102.69,3,PAT,1,FALSE,PY,,,,,,0,Brown,10/23/2017
GCL,KAD17-104,102.69,133.67,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,10/23/2017
GCL,KAD17-104,133.67,152,3,DIS,1,FALSE,PY,,,,,,0,Brown,10/24/2017
GCL,KAD17-104,152,158.95,3,DIS,1,FALSE,PY,,,,,,0,Brown,10/24/2017
GCL,KAD17-104,158.95,162,5,DIS,5,FALSE,PY,,,,,,0,Brown,10/24/2017
GCL,KAD17-104,162,176.22,3,DIS,1.5,FALSE,PY,,,,,,0,Brown,10/24/2017
GCL,KAD17-104,176.22,198,1,DIS,0.1,FALSE,PY,,,,,,0,Brown,10/25/2017
GCL,KAD17-105,5,14.46,5,DIS,3,FALSE,PY,AS,,,,"Intense disseminated pyrite, moderate arsenopyrite.",0,Unknown,10/25/2017
GCL,KAD17-105,14.46,15.36,1,DIS,0.1,FALSE,PY,,,,,,0,Unknown,10/25/2017
GCL,KAD17-105,15.36,17.09,5,DIS,3,FALSE,PY,AS,,,,"Intense pyrite, weak arsenopyrite.",0,Unknown,10/25/2017
GCL,KAD17-105,17.09,23.44,1,DIS,0.1,FALSE,PY,,,,,,0,Unknown,10/25/2017
GCL,KAD17-105,23.44,32.97,4,DIS,2,FALSE,PY,AS,,,,"Disseminated and patchy. Strong pyrite, moderate arsenopyrite.",0,Unknown,10/26/2017
GCL,KAD17-105,32.97,33.55,1,DIS,0.1,FALSE,PY,,,,,Locally strong pyrite at dyke margins.,0,Andrienko,10/26/2017
GCL,KAD17-105,33.55,37.21,5,DIS,3,FALSE,PY,,,,,,0,Andrienko,10/26/2017
GCL,KAD17-105,37.21,38.04,1,DIS,0.1,FALSE,PY,,,,,,0,Andrienko,10/26/2017
GCL,KAD17-105,38.04,47.04,4,DIS,3,FALSE,PY,,,,,,0,Andrienko,10/26/2017
GCL,KAD17-105,47.04,47.79,2,DIS,0.5,FALSE,PY,,,,,"Moderate pyrite, locally strong.",0,Andrienko,10/26/2017
GCL,KAD17-105,47.79,52.02,5,BLP,10,FALSE,PY,,,,,,0,Andrienko,10/26/2017
GCL,KAD17-105,52.02,54,4,DIS,2,FALSE,PY,,,,,,0,Andrienko,10/26/2017
GCL,KAD17-105,54,54.77,5,BLP,10,FALSE,PY,,,,,,0,Andrienko,10/26/2017
GCL,KAD17-105,54.77,56.35,4,DIS,2,FALSE,PY,,,,,,0,Andrienko,10/26/2017
GCL,KAD17-105,56.35,59.1,5,BLP,10,FALSE,PY,,,,,,0,Andrienko,10/26/2017
GCL,KAD17-105,59.1,69,5,BLP,10,FALSE,PY,,,,,"As blebs/lens, also as disseminated within mafic clasts.",0,Andrienko,10/26/2017
GCL,KAD17-105,69,76.37,5,BLP,10,FALSE,PY,,,,,"SED-MSSS, pyrite as blebs and disseminated.",0,Andrienko,10/26/2017
GCL,KAD17-105,76.37,83.32,2,DIS,0.5,FALSE,PY,,,,,,0,Andrienko,10/26/2017
GCL,KAD17-105,83.32,84.93,5,BLP,10,FALSE,PY,,,,,SED-MS-GRAPH.,0,Andrienko,10/26/2017
GCL,KAD17-105,84.93,91.77,2,DIS,0.5,FALSE,PY,,,,,Mafic unit.,0,Andrienko,10/26/2017
GCL,KAD17-105,91.77,99.48,5,BLP,10,FALSE,PY,,,,,Disseminated and as blebs.,0,Andrienko,10/26/2017
GCL,KAD17-105,99.48,129.94,5,DIS,3,FALSE,PY,AS,,,,"Strong to intense disseminated pyrite, moderate arsenopyrite.",0,Andrienko,10/27/2017
GCL,KAD17-105,129.94,131.86,5,BLP,10,FALSE,PY,CP,,,,Chalcopyrtite is within QC-calcite veins.,0,Andrienko,10/27/2017
GCL,KAD17-105,131.86,145.87,5,DIS,3,FALSE,PY,AS,,,,"Strong to intense disseminated pyrite, moderate arsenopyrite.",0,Andrienko,10/27/2017
GCL,KAD17-105,145.87,162.52,5,DIS,3,FALSE,PY,AS,,,,Disseminated and patchy.,0,Andrienko,10/27/2017
GCL,KAD17-105,162.52,165.23,2,DIS,0.5,FALSE,PY,,,,,,0,Andrienko,10/27/2017
GCL,KAD17-105,165.23,170.02,3,DIS,1,FALSE,PY,PO,CP,,,"Moderate pyrite, weak pyrrhotite, trace chalcopyrite; disseminated and fine-grained.",0,Andrienko,10/27/2017
GCL,KAD17-105,170.02,231,2,DIS,0.5,FALSE,PY,CP,,,,Along foliation plains and vein haloes. Trace chalcopyrite within qz veins.,0,Andrienko,10/28/2017
GCL,KAD17-105,231,232,5,DIS,3,FALSE,PY,AS,,,,"Intense pyrite, weak to moderate arsenopyrite.",0,Andrienko,10/28/2017
GCL,KAD17-105,232,234.86,2,DIS,0.5,FALSE,PY,,,,,,0,Andrienko,10/28/2017
GCL,KAD17-105,234.86,239.63,2,DIS,0.5,FALSE,PY,CP,,,,Trace chalcopyrite.,0,Andrienko,10/28/2017
GCL,KAD17-105,239.63,248.28,1,DIS,0.1,FALSE,PY,,,,,,0,Andrienko,10/28/2017
GCL,KAD17-105,248.28,325.93,1,DIS,0.01,FALSE,PY,,,,,Very trace.,0,Andrienko,10/30/2017
GCL,KAD17-105,325.93,327.05,4,DIS,2,FALSE,PY,PO,CP,,,Trace to weak chalcopyrite.,0,Andrienko,10/30/2017
GCL,KAD17-105,327.05,332.38,1,DIS,0.1,FALSE,PY,,,,,,0,Andrienko,10/30/2017
GCL,KAD17-105,332.38,344.12,1,DIS,0.1,FALSE,PY,PO,,,,"Trace pyrrhotite overall, moderate to strong within chlorite-altered sections.",0,Andrienko,10/30/2017
GCL,KAD17-105,344.12,365.09,1,DIS,0.1,FALSE,PY,,,,,,0,Andrienko,10/30/2017
GCL,KAD17-105,365.09,369.74,1,DIS,0.1,FALSE,PY,,,,,,0,Andrienko,10/30/2017
GCL,KAD17-105,369.74,371.48,1,DIS,0.1,FALSE,PY,,,,,,0,Andrienko,10/30/2017
GCL,KAD17-105,371.48,375,1,DIS,0.1,FALSE,PY,,,,,,0,Andrienko,10/30/2017
GCL,KAD17-106,2.08,23,3,DIS,0.75,FALSE,PY,AS,,,,"Py 0.74 %, AS trace 0.1 %",0,Shiroki,10/25/2017
GCL,KAD17-106,23,27,4,VE,1.5,FALSE,PY,,,,,,0,Shiroki,10/25/2017
GCL,KAD17-106,27,47.55,4,DIS,1.5,FALSE,PY,AS,SP,PO,,,0,Shiroki,10/25/2017
GCL,KAD17-106,47.55,56.6,4,DIS,3.5,FALSE,PY,AS,,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,56.6,61.47,4,DIS,1.75,FALSE,PY,AS,SP,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,61.47,66,2,DIS,0.75,FALSE,PY,,,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,66,88.09,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,88.09,92.52,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,92.52,104.33,1,DIS,0.25,FALSE,PY,,,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,104.33,117.19,2,DIS,0.5,FALSE,PY,,,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,117.19,123.6,3,DIS,1.5,TRUE,PY,,,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,123.6,132,1,DIS,0.25,FALSE,PY,,,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,132,151.44,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,151.44,152.98,0,,,FALSE,,,,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,152.98,157,5,BLP,5,FALSE,PY,,,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,157,164,2,DIS,0.6,FALSE,PY,SP,,,,Pentlandite,0,Shiroki,10/26/2017
GCL,KAD17-106,164,186.21,1,DIS,0.2,FALSE,PY,PO,,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,186.21,217.75,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/26/2017
GCL,KAD17-106,217.75,222,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/26/2017
GCL,KAD17-107,17.14,23.5,3,PAT,1,FALSE,PY,AS,,,,"Moderate Patchy Py, trace Aspy",0,Brown,10/26/2017
GCL,KAD17-107,23.5,31,4,PAT,2,FALSE,PY,AS,,,,"•	23.50-31m: Strong Patchy Py, Aspy",0,Brown,10/26/2017
GCL,KAD17-107,31,36,3,PAT,1,FALSE,PY,AS,,,,"Moderate Patchy Py, trace Aspy",0,Brown,10/26/2017
GCL,KAD17-107,36,38,4,PAT,2,FALSE,AS,PY,,,,,0,Brown,10/26/2017
GCL,KAD17-107,38,42.35,3,PAT,1,FALSE,PY,,,,,,0,Brown,10/26/2017
GCL,KAD17-107,42.35,46.33,3,DIS,1,FALSE,PY,,,,,,0,Brown,10/26/2017
GCL,KAD17-107,46.33,57,4,DIS,3,FALSE,PY,AS,,,,,0,Brown,10/26/2017
GCL,KAD17-107,57,60.4,3,DIS,1,FALSE,PY,,,,,,0,Brown,10/26/2017
GCL,KAD17-107,60.4,66.3,4,VE,2,FALSE,PY,,,,,,0,Brown,10/26/2017
GCL,KAD17-107,66.3,79,4,PAT,2,FALSE,PY,AS,,,,,0,Brown,10/26/2017
GCL,KAD17-107,79,85.59,3,PAT,1,FALSE,PY,AS,,,,,0,Brown,10/27/2017
GCL,KAD17-107,85.59,96,2,PAT,0.5,FALSE,PY,,,,,,0,Brown,10/27/2017
GCL,KAD17-107,96,98,3,FRC,1,FALSE,PY,,,,,,0,Brown,10/27/2017
GCL,KAD17-107,98,114,3,PAT,1,FALSE,PY,,,,,,0,Brown,10/27/2017
GCL,KAD17-107,114,114.42,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,10/27/2017
GCL,KAD17-107,114.42,120,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,10/27/2017
GCL,KAD17-107,120,135,3,DIS,1,FALSE,PY,,,,,,0,Brown,10/27/2017
GCL,KAD17-107,135,142,4,DIS,2,FALSE,PY,,,,,,0,Brown,10/27/2017
GCL,KAD17-107,142,152,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,10/27/2017
GCL,KAD17-107,152,153.54,4,DIS,2,FALSE,PY,,,,,,0,Brown,10/27/2017
GCL,KAD17-107,153.54,180,2,DIS,0.75,FALSE,PY,,,,,,0,Brown,10/28/2017
GCL,KAD17-107,180,183.15,2,DIS,0.15,FALSE,PY,,,,,,0,Hoang,10/28/2017
GCL,KAD17-107,183.15,189.81,2,DIS,0.15,FALSE,PY,,,,,,0,Hoang,10/28/2017
GCL,KAD17-107,189.81,213.53,2,DIS,0.1,FALSE,PY,,,,,,0,Hoang,10/28/2017
GCL,KAD17-107,213.53,225,2,DIS,0.1,FALSE,PY,,,,,,0,Hoang,10/28/2017
GCL,KAD17-108,3,4.56,4,DIS,2,FALSE,PY,,,,,,0,Shiroki,10/27/2017
GCL,KAD17-108,4.56,12,5,BLP,5,FALSE,PY,,,,,,0,Shiroki,10/27/2017
GCL,KAD17-108,12,22.89,5,BLP,8,FALSE,PY,,,,,,0,Shiroki,10/27/2017
GCL,KAD17-108,22.89,32,5,BLP,10,FALSE,PY,,,,,,0,Shiroki,10/27/2017
GCL,KAD17-108,32,34.07,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,10/27/2017
GCL,KAD17-108,34.07,45.05,5,BLP,10,FALSE,PY,SP,,,,,0,Shiroki,10/27/2017
GCL,KAD17-108,45.05,56.28,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/27/2017
GCL,KAD17-108,56.28,59.56,0,,,FALSE,,,,,,,0,Shiroki,10/27/2017
GCL,KAD17-108,59.56,68.47,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/27/2017
GCL,KAD17-108,68.47,80.3,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/27/2017
GCL,KAD17-108,80.3,83.24,2,DIS,0.25,FALSE,PY,,,,,,0,Shiroki,10/28/2017
GCL,KAD17-108,83.24,90.8,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/28/2017
GCL,KAD17-108,90.8,111.92,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/28/2017
GCL,KAD17-108,111.92,130.61,2,DIS,0.5,FALSE,PY,,,,,,0,Shiroki,10/28/2017
GCL,KAD17-108,130.61,140.89,1,DIS,0.25,FALSE,PY,,,,,,0,Shiroki,10/28/2017
GCL,KAD17-108,140.89,143.35,0,,,FALSE,,,,,,,0,Shiroki,10/28/2017
GCL,KAD17-108,143.35,153,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,10/28/2017
GCL,KAD17-108,153,164.7,1,DIS,0.05,FALSE,PY,,,,,,0,Shiroki,10/28/2017
GCL,KAD17-108,164.7,173.8,1,DIS,0.05,FALSE,PY,,,,,,0,Shiroki,10/28/2017
GCL,KAD17-108,173.8,180.5,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,10/28/2017
GCL,KAD17-108,180.5,184.7,2,DIS,0.5,FALSE,PY,,,,,,0,Shiroki,10/28/2017
GCL,KAD17-108,184.7,187.03,3,DIS,1,FALSE,PY,SP,,,,,0,Shiroki,10/28/2017
GCL,KAD17-108,187.03,188.25,5,DIS,7,FALSE,PY,SP,CP,,,trace sp and cp,0,Shiroki,10/28/2017
GCL,KAD17-108,188.25,196.23,3,DIS,1.5,FALSE,PY,AS,,,,Py 1 % As 0.5 %,0,Shiroki,10/28/2017
GCL,KAD17-108,196.23,200.66,4,DIS,2,FALSE,PY,AS,,,,,0,Shiroki,10/29/2017
GCL,KAD17-108,200.66,203.07,5,BLP,5,FALSE,PY,SP,,,,,0,Shiroki,10/29/2017
GCL,KAD17-108,203.07,226.33,4,DIS,2,FALSE,PY,AS,SP,,,,0,Shiroki,10/29/2017
GCL,KAD17-108,226.33,226.96,5,BLP,5.5,FALSE,PY,SP,,,,,0,Shiroki,10/29/2017
GCL,KAD17-108,226.96,234.38,3,DIS,1.5,FALSE,PY,,,,,,0,Shiroki,10/29/2017
GCL,KAD17-108,234.38,258.46,4,DIS,2,FALSE,PY,SP,,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,258.46,307,3,VE,1.5,FALSE,PY,AS,SP,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,307,309,3,DIS,1,FALSE,PY,AS,,,,"Py 0.75 %, AS 0.25 %",0,Shiroki,10/29/2017
GCL,KAD17-108,309,324.25,1,DIS,1,FALSE,PY,CP,,,,"Py 0.75 %, CPY 0.25 %",0,Shiroki,10/29/2017
GCL,KAD17-108,324.25,327,4,DIS,3,FALSE,PY,CP,,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,327,331.38,4,DIS,2,FALSE,PY,SP,,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,331.38,335.7,4,VN,2,FALSE,PY,,,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,335.7,339.46,4,DIS,5.5,FALSE,PY,CP,,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,339.46,340.26,5,VN,3,FALSE,PY,SP,,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,340.26,348.46,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,348.46,348.95,4,VN,3,FALSE,PY,SP,,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,348.95,352.45,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,352.45,353.06,4,BLP,3,FALSE,PY,,,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,353.06,356.08,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,356.08,362.1,5,VN,3,FALSE,PY,,,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,362.1,384.08,2,DIS,0.5,FALSE,PY,,,,,,0,Shiroki,10/30/2017
GCL,KAD17-108,384.08,393.78,5,DIS,5,FALSE,PY,CP,SP,,,,0,Shiroki,10/31/2017
GCL,KAD17-108,393.78,395.28,5,VN,5,FALSE,PY,SP,,,,,0,Shiroki,10/31/2017
GCL,KAD17-108,395.28,398.07,4,DIS,3,FALSE,PY,CP,,,,,0,Shiroki,10/31/2017
GCL,KAD17-108,398.07,404.15,4,DIS,3,FALSE,PY,,,,,,0,Shiroki,10/31/2017
GCL,KAD17-108,404.15,409.28,5,DIS,5,FALSE,PY,CP,,,,,0,Shiroki,10/31/2017
GCL,KAD17-108,409.28,415,4,DIS,2,FALSE,PY,,,,,,0,Shiroki,10/31/2017
GCL,KAD17-108,415,422,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/31/2017
GCL,KAD17-108,422,423.73,2,DIS,0.5,FALSE,PY,,,,,,0,Shiroki,10/31/2017
GCL,KAD17-108,423.73,425.45,4,DIS,2,FALSE,PY,,,,,,0,Shiroki,10/31/2017
GCL,KAD17-108,425.45,445.99,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,10/31/2017
GCL,KAD17-108,445.99,447.8,4,DIS,2,FALSE,PY,,,,,,0,Shiroki,10/31/2017
GCL,KAD17-108,447.8,449.62,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,10/31/2017
GCL,KAD17-108,449.62,455.6,3,DIS,1.25,FALSE,PY,,,,,,0,Shiroki,11/1/2017
GCL,KAD17-108,455.6,471.3,2,DIS,0.5,FALSE,PY,,,,,,0,Shiroki,11/1/2017
GCL,KAD17-108,471.3,485.5,2,DIS,0.75,FALSE,PY,,,,,,0,Shiroki,11/1/2017
GCL,KAD17-108,485.5,488.05,4,DIS,1.5,FALSE,PY,,,,,,0,Shiroki,11/1/2017
GCL,KAD17-108,488.05,493.5,3,DIS,0.75,FALSE,PY,,,,,,0,Shiroki,11/1/2017
GCL,KAD17-108,493.5,498,4,DIS,1.5,FALSE,PY,,,,,,0,Shiroki,11/1/2017
GCL,KAD17-108,498,505.47,3,DIS,0.75,FALSE,PY,,,,,,0,Shiroki,11/2/2017
GCL,KAD17-108,505.47,506.68,NA,,,FALSE,,,,,,,0,Shiroki,11/2/2017
GCL,KAD17-108,506.68,513,3,DIS,2,FALSE,PY,CP,,,,,0,Shiroki,11/2/2017
GCL,KAD17-109,4.44,9.47,2,DIS,0.25,FALSE,PY,,,,,,0,Unknown,10/29/2017
GCL,KAD17-109,9.47,12.61,2,DIS,0.25,FALSE,PY,,,,,,0,Unknown,10/29/2017
GCL,KAD17-109,12.61,43.06,2,DIS,0.2,FALSE,PY,,,,,,0,Unknown,10/29/2017
GCL,KAD17-109,43.06,44.06,2,BLP,0.3,FALSE,PY,,,,,,0,Unknown,10/29/2017
GCL,KAD17-109,44.06,46.27,3,BLP,1,FALSE,PY,,,,,,0,Unknown,10/29/2017
GCL,KAD17-109,46.27,51.16,3,DIS,2,FALSE,PY,CP,,,,,0,Unknown,10/29/2017
GCL,KAD17-109,51.16,57.22,3,BLP,5,FALSE,PY,,,,,,0,Unknown,10/29/2017
GCL,KAD17-109,57.22,64,5,DIS,15,FALSE,PY,AS,CP,,,,0,Unknown,10/29/2017
GCL,KAD17-109,64,69,5,DIS,15,FALSE,AS,PY,CP,,,,0,Hoang,10/29/2017
GCL,KAD17-109,69,106.63,3,DIS,5,FALSE,PY,AS,CP,,,,0,Hoang,10/30/2017
GCL,KAD17-109,106.63,115,2,DIS,0.1,FALSE,PY,,,,,,0,Hoang,10/30/2017
GCL,KAD17-109,115,132.84,2,DIS,0.1,FALSE,PY,,,,,,0,Hoang,10/30/2017
GCL,KAD17-109,132.84,140,2,DIS,0.1,FALSE,PY,,,,,,0,Hoang,10/30/2017
GCL,KAD17-109,140,146.27,2,DIS,0.5,FALSE,PY,,,,,,0,Hoang,10/30/2017
GCL,KAD17-109,146.27,164.26,2,DIS,0.15,FALSE,PY,CP,,,,,0,Hoang,10/30/2017
GCL,KAD17-109,164.26,178.94,2,DIS,0.1,FALSE,PY,,,,,,0,Hoang,10/31/2017
GCL,KAD17-109,178.94,182.61,2,DIS,0.1,FALSE,PY,,,,,,0,Hoang,10/31/2017
GCL,KAD17-109,182.61,183,2,DIS,0.1,FALSE,PY,,,,,,0,Hoang,10/31/2017
GCL,KAD17-109,183,186.84,3,DIS,0.26,FALSE,PY,PO,,,,"•	Mineralization .25% Py Disseminated >1mm, Po .1% >.1mm, Veinlets of Py blebs.",0,Hoang,10/31/2017
GCL,KAD17-109,186.84,225.82,2,DIS,0.15,FALSE,PY,,,,,"•	Mineralization Py .15% disseminated with Euhedral 1mm-2mm",0,Hoang,11/1/2017
GCL,KAD17-109,225.82,237.44,2,DIS,0.16,FALSE,PY,PO,,,,,0,Hoang,11/1/2017
